,Index,Hypothesis,Premise,Type,Explanation,Label,SarcasmSimilarity,Source
6128,2221,"I hope that, as neighbours, we may live long in peace and amity, and in the interchange of those good offices which should subsist between us.","I hope that, as neighbours, we may live long in peace and amity, and in the frequent exchange of kindly assistance which should subsist between us.",Idiom,"To exchange good offices is to exchange aid or support, which is what this context is describing.",Entailment,UNQ,FLUTE
6129,4283,"In that case, game on.","If that's the case, then I'm ready to pursue this challenge.",Idiom,"To have game on means to be ready to meet or pursue a particular challenge, and in this sentence the speaker is ready to pursue the challenge.",Entailment,UNQ,FLUTE
6130,6743,The tree branches swayed in the wind like a dance.,,Simile,,,,CHATGPT
6131,3819,She looked like a broken china doll .,She looked so vulnerable .,Simile,"A broken china doll is a delicate object that is easily broken, thus when a person looks like one, they appear to be vulnerable.",Entailment,UNQ,FLUTE
6132,3497,"She was about my age, but her lost-child expressions gave the impression of her being nothing more than a babe in arms.","She was about my age, but her lost-child expressions gave the impression of her being nothing more than a inexperienced and naïve person.",Idiom,"A babe in arms is a person who is gullible, naïve or lacks experience, which is how she is being described in the sentence.",Entailment,UNQ,FLUTE
6133,6701,"Past him, ten feet from his front wheels, flung the Seattle Express like a flying volcano.",,Simile,,,,Kaggle
6134,7619,Your nose is like the sun.,,Simile,,,,AB
6135,6614,The man held the blanket like a memory.,,Simile,,,,Kaggle
6136,3833,I fancy you have not done your homework.,I think you have not done your homework.,Metaphor,I fancy you have not done your homework means that I think you have not done your homework yet.,Entailment,UNQ,FLUTE
6137,7036,You talk like someone who has been hurt by others.,,Simile,,,,AB
6138,4793,The parking reminded me of a shoppers during black friday,The parking was packed,Metaphor,,,,FIGQA
6139,3606,"Well, maybe not nutty, lets say fun loving to the max.","Well, maybe not nutty, let's say extremely fun loving.",Idiom,"To the max means to the highest level or degree, so in this context it is describing someone who is extremely fun loving.",Entailment,UNQ,FLUTE
6140,5387,The cat was trying to call the moon down.,The cat was yowling loudly outside.,Metaphor,,,,FIGQA
6141,7209,Your nose is like a chocolate button.,,Simile,,,,AB
6142,2339,Jack nodded like a child at christmas.,Jack nodded eagerly,Simile,"A child at Christmas is excited and happy, so the simile sentence is implying that Jack is excited and happy.",Entailment,UNQ,FLUTE
6143,6175, I was on the rebound when I met Jack , I was affected by the distress from the ending of a romantic relationship when I met Jack ,Idiom,,Entailment,,IMPLI
6144,6774,The baby's cry was like a siren in the night.,,Simile,,,,CHATGPT
6145,3936,Her mother had reminded her that charity begins at home.,Her mother had reminded her that it is important to take care of your own family and friends before helping others.,Idiom,"The idiom charity begins at home means that one should help family and close friends before helping others, which is what her mother was reminding her to do.",Entailment,UNQ,FLUTE
6146,34,"I was looking forward to getting my water heater fixed today but the plumber never arrived, which made me so grateful for his services.",I was hoping to get my water heater fixed today but the plumber never showed up.,Sarcasm,"Most people would not be grateful to someone who never showed up to do a job they were hired for, so the plumber is not doing a good job by any means.",Contradiction,SIM,FLUTE
6147,6524,You're as cold as ice. ,,Simile,,,,Kaggle
6148,3047,"And in the meantime, roger and bree get back their cabin, lizzie and her father stop sleeping in the surgery, and everything is beer and skittles!","And in the meantime, roger and bree get back their cabin, lizzie and her father stop sleeping in the surgery, and everything is carefree and enjoyable!",Idiom,"Beer and skittles means all fun and pleasure, and everything in the sentence is described as being carefree and enjoyable.",Entailment,UNQ,FLUTE
6149,7055,Your eyes are like windows.,,Simile,,,,AB
6150,441,It is great that my brother could buy the car of my dreams and I am totally not jealous of him.,My brother just bought my all time favorite car.,Sarcasm,"It is normal to feel jealous when someone close to you, such as a brother, buys the car you have always wanted but could never afford.",Contradiction,SIM,FLUTE
6151,6221,"Much given to allusions and cryptic references , all made , for good measure , in a Macedonian dialect.’","Much given to allusions and cryptic references , all made , in addition , in a Macedonian dialect.’",Idiom,,Entailment,,IMPLI
6152,2985,"Smith kicked me, so I gave him tit for tat.","Smith kicked me, so I took a revenge later the day.",Idiom,"Tit for tat is taking revenge on someone who has harmed you, which is what Smith did by kicking the speaker.",Entailment,UNQ,FLUTE
6153,3493,Calm down - there's no need to get all steamed up about it.,Calm down - there's no need to get angry about it.,Metaphor,All steamed up means to be very angry or upset about something.,Entailment,UNQ,FLUTE
6154,1114,The slimy feel of worms makes me really satisfied,I really do no like worms.,Sarcasm,"Most people would not enjoy the slimy feel of worms and find it disgusting, so someone who feels satisfied by it is clearly not normal.",Contradiction,SIM,FLUTE
6155,5627,Simpledolphin is committed to providing products and services that meet or exceed all customer requirements.,Simpledolphin is committed to providing products and services that fulfill or exceed all customer requirements.,Metaphor,,Entailment,,IMPLI
6156,933,The college just revoked my admission offer and I am completely elated,The college rescinded my admission offer,Sarcasm,College admission offers are usually coveted by students and so having it revoked is not a good thing and hence the person is not elated.,Contradiction,UNQ,FLUTE
6157,4165,"""Good enough"" Grond said now lead the way.","""Good enough"" Grond said now go ahead of me and show me the way.",Idiom,"To lead the way means to guide or direct someone somewhere by proceeding ahead of them, which is what Grond asked the other person to do.",Entailment,UNQ,FLUTE
6158,4121,"Besides, I can do a lot more damage with a sheath of arrows than she can with two axes, so I'm the best one to bring up the rear.","Besides, I can do a lot more damage with a sheath of arrows than she can with two axes, so I'm the best one to follow behind.",Idiom,To bring up the rear means to move last in a group of people.,Entailment,UNQ,FLUTE
6159,7197,This dress makes you look like a dog trapped in a sack.,,Simile,,,,AB
6160,2049,I was so happy waiting for my friend for a long hour to go to dinner when she wouldn't answer her phone!,I was waiting for a friend for an hour to go to dinner and she wouldn't answer her phone!,Sarcasm,Most people would not wait for an hour for someone who is not answering their phone and so the speaker is displaying an exaggerated sense of happiness but is irritated instead.,Contradiction,SIM,FLUTE
6161,6912,The sun was as glorious as a king's crown.,,Simile,,,,CHATGPT
6162,4106,"They were all graduates and apart from some student jobs, had never been at the coalface.",They were all graduates and had never actually worked before in any capacity rather than just holding student jobs.,Idiom,"To be at the coalface means to be engaged in work at an active level, rather than just holding student jobs which is what they had done up until this point.",Entailment,UNQ,FLUTE
6163,5608,"This is a story on the tragedy that struck this treasured species of fish, and the people that tried (and are still trying) to save it.","This is a story on the tragedy that happened suddenly to this treasured species of fish, and the people that tried (and are still trying) to save it.",Metaphor,,Entailment,,IMPLI
6164,4837,He was as skilled a thief as Arsene Lupin,He was a skilled thief,Metaphor,,,,FIGQA
6165,1461,I was at my friend's house and the kitchen was so dirty that it made me feel like I am in paradise.,I was at a friends house and he had the grossest kitchen I had ever seen!,Sarcasm,A dirty kitchen is not a pleasant place to be in and cannot be compared to paradise which is often described as a very beautiful and perfect place,Contradiction,SIM,FLUTE
6166,1324,I was being a careful driver yesterday by crashing my new motorcycle into my neighbour's car and totally wrecking both.,Yesterday I wasn't being careful and I crashed my new motorcycle into my neighbors car and completely destroyed both.,Sarcasm,Crashing a motorcycle into a car is not being a careful driver and is instead an act of recklessness which caused damage to both vehicles.,Contradiction,SIM,FLUTE
6167,5029,The photograph had the beauty of a dead raccoon,the photo was ugly,Metaphor,,,,FIGQA
6168,5137,They left town like a jet,They left town quickly.,Metaphor,,,,FIGQA
6169,379,I feel that I am very responsible because I played video games instead of cleaning the house like my wife asked me to.,My wife asked me to clean the house while she was away for a few days and I ended up wasting my time playing video games instead.,Sarcasm,"Someone who does not clean the house when they are asked to, despite having the time and capability to do so, is not responsible by any means.",Contradiction,SIM,FLUTE
6170,2977,I merely smiled and threw my hands up in the air.,I merely smiled and threw my hands to signify that I was unsure about the situation and that it was subject to change.,Idiom,"To be up in the air means to be undecided or uncertain about something, and in this context the person is uncertain about the situation.",Entailment,UNQ,FLUTE
6171,2452,When I looked at my friend after the storm he was a ghost.,My friend was so scared that he became pale and speechless after the violent storm.,Metaphor,"A ghost would be pale and unable to speak, so he was a ghost is a metaphor for being pale and speechless.",Entailment,UNQ,FLUTE
6172,7411,You move like you are wading through mud.,,Simile,,,,AB
6173,714,I was so cheerful when I came outside this morning and found my car had been broken into,I was very upset and frustrated when I came outside this morning and found my car had been broken into. ,Sarcasm,Most people would not be cheerful if their car had been broken into because it is a nuisance and costly to repair.,Contradiction,SIM,FLUTE
6174,4927,The air was as fresh as a landfill,The air smelled horrible.,Metaphor,,,,FIGQA
6175,2786,The mountain was blanketed with snow.,The mountain was entirely covered with snow.,Metaphor,A blanket is something that you put over something else to cover it.,Entailment,UNQ,FLUTE
6176,3534,Don't bolt your food!.,Don't eat soo fast your food!,Metaphor,Bolting your food means to eat it very quickly without chewing it properly.,Entailment,UNQ,FLUTE
6177,1827,"I am absolutely satisfied with the fact that the manager scheduled me for an entire week of shifts, many of which are doubles with little time for a break in between",Manager schedueled me for an entire week of shifts many of them doubles and without much time for a break between.,Sarcasm,Working consecutive long shifts with little time for a break in between is really tiring and hardly something to be satisfied about.,Contradiction,UNQ,FLUTE
6178,2509,Bones unwrapped sergio from his plastic shroud like a child ripping through wrapping paper on christmas.,Bones was cheerily unwrapping Sergio from his plastic shroud.,Simile,"A child on Christmas is excited to rip through the wrapping paper to get to their present, and Bones is excited to unwrap Sergio from the shroud.",Entailment,UNQ,FLUTE
6179,5374,Seeing him again was like seeing an angel,Seeing him was pleasant,Metaphor,,,,FIGQA
6180,1018,I was really pleased when I accidentally broke my aunt's picture display that she had just put up,"I  broke my aunt's picture display, it was very elaborate and nice",Sarcasm,Breaking someone's picture display cannot make someone feel pleased but rather guilty and clumsy because they destroyed someone's special belongings.,Contradiction,UNQ,FLUTE
6181,3041,I was in a very stormy relationship.,In our relationship we had always got into a ton of arguments and frequent fights.,Metaphor,A stormy relationship means a relationship that is full of arguments and fights.,Entailment,UNQ,FLUTE
6182,1721,"It was totally amazing when I was at my friends party last weekend, and someone threw up in the hot tub","I was at my friends party last weekend, and someone threw up in the hot tub!",Sarcasm,"Having someone vomit in the hot tub is not an amazing thing to happen, because it makes the water dirty and contaminated.",Contradiction,SIM,FLUTE
6183,2630,"But on the subject of appearing to own a stolen horse, he had rincewind bang to rights and, also, a foot on his neck.","But on the subject of appearing to own a stolen horse, he was caught red-handed and had no way to defend himself. ",Idiom,"To be bang to rights means to have irrefutable proof of wrongdoing, which in this sentence is the act of appearing to own a stolen horse.",Entailment,UNQ,FLUTE
6184,8473,Hold 'em under your tongue and play possum.,Hold 'em under your tongue and feign death.,Idiom,,Entailment,,IMPLI
6185,7940,‘ Where were the old heads when we needed them when the chips were down?,‘ Where were the old heads when we needed them when the pressure is on?,Idiom,,Entailment,,IMPLI
6186,7803,You are as modern as those in the middle ages.,,Simile,,,,AB
6187,5049,Before the race start the driver was calm as a graveyard,The driver's heart-rate was ice-cold and almost non-existent,Metaphor,,,,FIGQA
6188,3959,Adrenaline surges through him powerfully.,Adrenaline flows through him powerfully.,Metaphor,Adrenaline is a hormone that gives people a burst of energy and strength - here surges is used to mean that Adrenaline is flowing upward.,Entailment,UNQ,FLUTE
6189,6547,Her cheeks are red like a rose.,,Simile,,,,Kaggle
6190,6726,The rain fell like a thousand needles on my skin.,,Simile,,,,CHATGPT
6191,5238,The railroad tracks were a string stretching to the horizon,The railroad tracks symbolized the path to one's future into the unknown,Metaphor,,,,FIGQA
6192,7581,You are acting like you're at the end of your tether.,,Simile,,,,AB
6193,1505,"After being so excited to go out with this girl I met on Tinder, I was elated when she suddenly disappeared","Me and this girl on Tinder were going really steady, then out of the blue she flat out ghosted me.",Sarcasm,Disappearing after making plans with someone is not a polite or cool thing to do and so the girl is not someone who is worth being elated about.,Contradiction,SIM,FLUTE
6194,6936,Your comments are like spiders in ice-cream.,,Simile,,,,AB
6195,7889,Your reaction reminds me of a mute.,,Simile,,,,AB
6196,976,The fact that the seller blatantly lied about the prices of the items he was selling totally didn't make me angry,At a shop a seller was lying about the prices of the items that he was selling.,Sarcasm,"If someone is caught lying about the prices of the items they are selling, it is not a good sign that they can be trusted and so the seller's trustworthiness is called into question.",Contradiction,UNQ,FLUTE
6197,6151,They split up and simply walked through in broad daylight .,They split up and simply walked through during the day .,Idiom,,Entailment,,IMPLI
6198,2279,His declarations sparked a fire in the community.,His declarations excited the community.,Metaphor,Sparked a fire implies that his declaration made the community excited.,Entailment,UNQ,FLUTE
6199,77,I was proud of how my mom acted when she yelled at the cashier.,My mom yelled at a cashier and I felt like I should have left her there.,Sarcasm,Most people would not be proud of their mothers for yelling at a cashier because it is an inappropriate and unprofessional thing to do.,Contradiction,SIM,FLUTE
6200,6909,The ocean was as rejuvenating as a spa treatment.,,Simile,,,,CHATGPT
6201,3030,"Tonight is about good time rock and roll, and we go down a storm.","Tonight is about good time rock and roll, and we are having a blast.",Idiom,"To go down a storm means to have great success, and in this sentence the good time rock and roll is having a blast.",Entailment,UNQ,FLUTE
6202,5006,The sacrifice has the depth of jello,The sacrifice is shallow,Metaphor,,,,FIGQA
6203,5231,"When she hustles, she looks like a transformer",she hustles cumbersomely,Metaphor,,,,FIGQA
6204,2399,People were streaming out of the theater.,It was really crazy when people started running out of the theater.,Metaphor,Streaming out of the theater means that people were leaving the theater in a hurry.,Entailment,UNQ,FLUTE
6205,5161,The myth had the credibility of a nun,The myth was highly credible,Metaphor,,,,FIGQA
6206,5861,"So far, Medicaid, Medicare and most private insurance do not cover medical marijuana, so patients must pay out of pocket.","So far, Medicaid, Medicare and most private insurance do not pay for medical marijuana, so patients must pay out of pocket.",Metaphor,,Entailment,,IMPLI
6207,4819,The room was as dark as a pay phone,The room was very dark,Metaphor,,,,FIGQA
6208,3725,"The squad had been given the week off, but chalk liked to burn the candle at both ends.","The squad had been given the week off, but chalk liked to work extremely hard and exhaust himself by doing too many things especially both late at night and early in the morning.",Idiom,"To burn the candle at both ends means to overwork or exhaust oneself, and in this sentence chalk is doing just that by working extremely hard.",Entailment,UNQ,FLUTE
6209,8105,On the blink,malfunctioning,Idiom,,Entailment,,IMPLI
6210,5476,"Although still in the beginning stages, some insurance companies are covering hypnosis to treat am assortment of disorders.","Although still in the beginning stages, some insurance companies are pay for hypnosis to treat am assortment of disorders.",Metaphor,,Entailment,,IMPLI
6211,5518,HopeRoad is partnering with three well-established nonprofits in New York City to help bring relief to those in need.,HopeRoad is partnering with three well-established nonprofits in New York City to help cause relief to those in need.,Metaphor,,Entailment,,IMPLI
6212,6889,The sun was as scorching as a desert's sand.,,Simile,,,,CHATGPT
6213,1020,It's totally great that my boss can afford a new Mercedes when I can only afford public transport,"My boss just bought a new Mercedes, and I can only afford public transport",Sarcasm,"A new Mercedes car is a very expensive purchase and so the fact that someone's boss can afford it implies that they are very wealthy, while someone who can only afford public transport is likely living paycheck to paycheck and feels jealous.",Contradiction,SIM,FLUTE
6214,8218,Team appraisal complements the individual face to face appraisal meeting.,Team appraisal complements the individual in person appraisal meeting.,Idiom,,Entailment,,IMPLI
6215,3227,"She gets to waste her days sucking back tequila and lorazepam and here you are, still struggling to bring home the bacon.","She gets to waste her days sucking back tequila and lorazepam and here you are, still struggling to earn a salary.",Idiom,"To bring home the bacon means to earn a salary, and in this sentence the person is struggling to earn a salary.",Entailment,UNQ,FLUTE
6216,7719,"With that hairstyle, you look like a dense leafy tree.",,Simile,,,,AB
6217,6895,The wind was as fierce as a hurricane's eye.,,Simile,,,,CHATGPT
6218,5781,âCanopy Growth was founded to drive innovation within the cannabis and hemp industries.,âCanopy Growth was founded to incentivized innovation within the cannabis and hemp industries.,Metaphor,,Entailment,,IMPLI
6219,221,GPS not working on my phone made me feel like I was in a happy musical where the victim is lost and has no idea what to do,"The other day I was driving somewhere unfamiliar, GPS on my phone stopped working and I felt panicked.",Sarcasm,"A GPS not working on someone's phone would make them feel lost and confused as to where they are supposed to go, which is the complete opposite of being in a happy musical.",Contradiction,SIM,FLUTE
6220,1358,I am totally calm because the pain from psoriatic arthritis is unbearable,I have been diagnosed with psoriatic arthritis and the pain is horrible.,Sarcasm,Psoriatic arthritis is a painful condition and so feeling great because of it is definitely not the norm.,Contradiction,SIM,FLUTE
6221,7870,You make me feel like a wet blanket.,,Simile,,,,AB
6222,4555,All the water  flushed  with crimson !,All the water given a crimson color !,Metaphor,,Entailment,,IMPLI
6223,2260,And Sean was in for a treat.,And Sean was guaranteed to experience something unexpectedly pleasant or beneficial.,Idiom,"To be in for a treat means to be guaranteed to experience something unexpectedly pleasant, which is what Sean was guaranteed in this sentence.",Entailment,UNQ,FLUTE
6224,7709,Your sunburn makes you look like an old piece of leather.,,Simile,,,,AB
6225,7789,You are acting like a lost soul.,,Simile,,,,AB
6226,4426,form the young child's character,develop the young child's character,Metaphor,,Entailment,,IMPLI
6227,5050,Fear is a door,Fear can be overcome if one is open to change,Metaphor,,,,FIGQA
6228,4640,the age of computers had dawned,the age of computers had started,Metaphor,,Entailment,,IMPLI
6229,255,I am so thrilled that some scammer called me today and tried to get me to sign up for a service,"A scammer called me on the phone today, he tried to get me to sign up for a service.",Sarcasm,Scammers are often irritating and persistent and can be a huge nuisance especially when they are trying to scam someone out of their hard-earned money and so it cannot be a good feeling.,Contradiction,SIM,FLUTE
6230,447,It was visually a joy seeing my friend projectile vomit on the amusement park ride,I saw my friend projectile vomit on the rollercoaster.,Sarcasm,Projectile vomiting is often a disgusting act and it would be rare to find someone who found it visually appealing.,Contradiction,SIM,FLUTE
6231,3414,He thinks these documents will leak out soon or late.,He thinks these documents will be disclosed in a few years or so.,Metaphor,"Leak out means that the information will be made public, either on purpose or by accident.",Entailment,UNQ,FLUTE
6232,3244,It's a luxury to thumb your nose at money.,It's a luxury to openly display contempt or an intentional lack of respect toward money.,Idiom,"To thumb your nose at someone or something is to openly display contempt or an intentional lack of respect, and in this context the contempt is directed toward money.",Entailment,UNQ,FLUTE
6233,187,I found out my daughter is no longer attending her college classes and I feel like a winner as a parent,I found out my daughter doesn't even attend her college classes anymore.,Sarcasm,"A daughter not attending college classes is usually a cause for worry for parents as it means they are not doing well and may not graduate, which would be a failure on the part of the parent.",Contradiction,SIM,FLUTE
6234,6138,So you wo n't have to chop and change your chops to make sure they 're done evenly .,So you wo n't have to change your chops repeatedly to make sure they 're done evenly .,Idiom,,Entailment,,IMPLI
6235,8284,Even Bevan reckoned that if the Labour Party were to campaign on a programme fully reflecting the aspirations of the rank and file party activists ‘ we could say goodbye to any Labour government being elected again in Britain'.,Even Bevan reckoned that if the Labour Party were to campaign on a programme fully reflecting the aspirations of the ordinary members party activists ‘ we could say goodbye to any Labour government being elected again in Britain'.,Idiom,,Entailment,,IMPLI
6236,6860,The leaves were as colorful as a painter's palette.,,Simile,,,,CHATGPT
6237,5219,The lemonade was as sweet as a jar of liver juice,it was nasty,Metaphor,,,,FIGQA
6238,1269,I simply adore how people think it's okay to litter on the street like it has no consequences,I really hate seeing people throw trash on the street like if it was a natural thing to do,Sarcasm,Littering on the street is not at all adorable wrong because it creates an unsightly environment and also has the potential to harm animals or people who come in contact with it.,Contradiction,SIM,FLUTE
6239,3912,The play is going to burn few people.,The play is going to hurt few people.,Metaphor,Burn here means to cause emotional pain.,Entailment,UNQ,FLUTE
6240,5691,"The third phone, a new low-priced version of the iPhone X, could be the hit of the product roll out.","The third phone, a new low-priced version of the iPhone X, could be the become available for sale in of the product roll out.",Metaphor,,Entailment,,IMPLI
6241,8354,"Very soon the interest in the totality and, by the same token, the question regarding the all - embracing becoming and the resulting being begin to particularize themselves in accord with the general forms and regions of being.","Very soon the interest in the totality and, in a similar manner, the question regarding the all - embracing becoming and the resulting being begin to particularize themselves in accord with the general forms and regions of being.",Idiom,,Entailment,,IMPLI
6242,2965,They were like a crusty chunk of brie cheese with legs.,"They were creepy things, white and squishy",Simile,"Brie cheese is a soft, squishy white cheese that is often considered to be quite delicious edible but someone resembling like with legs is not normal and very creepy.",Entailment,UNQ,FLUTE
6243,2920,"Then go down to the stores, and make it snappy!","Then go down to the stores, and do it quickly!",Idiom,"To make it snappy means to do it quickly, so the entailment is telling the person to hurry up.",Entailment,UNQ,FLUTE
6244,2556,His voice is like a down comforter .,His voice is soft .,Simile,"A down comforter is a soft, fluffy piece of bedding, so someones voice being like a down comforter indicates that their voice is soft.",Entailment,UNQ,FLUTE
6245,8013,I don't want to make a meal of this.,I don't want to overly complicate this.,Idiom,,Entailment,,IMPLI
6246,754,Yesterday was the happiest I've ever been because I got fired from my job,Yesterday I got fired from my job.,Sarcasm,Losing a job is never a good thing and so someone being happy about it cannot be justified.,Contradiction,SIM,FLUTE
6247,974,When I finally got the jacket I wanted for a while and saw it on person I loved that it made me look like a slob.,When I finally got the jacket I wanted for a while and saw it on person I hated that it made me look like a slob.,Sarcasm,A jacket that makes someone look like a slob is not something they would want to get and so receiving it was actually a bad thing.,Contradiction,UNQ,FLUTE
6248,6930,Your posture reminds me of an ironing board.,,Simile,,,,AB
6249,8472,"It can be arranged without his knowing a thing about it, and by the time he gets back it'll be in full swing.’","It can be arranged without his knowing a thing about it, and by the time he gets back it'll be proceeding fully",Idiom,,Entailment,,IMPLI
6250,5209,The wheels were as strong as a dead bird,they had no strength,Metaphor,,,,FIGQA
6251,5900,Soulflower Air Purifier Regime has dropped from its initial price of Rs.,Soulflower Air Purifier Regime has reduced from its initial price of Rs.,Metaphor,,Entailment,,IMPLI
6252,1048,I am really happy about the fact that my brand new headlights went out after only a week,I am upset about the fact that my brand new headlights went out after only a week,Sarcasm,headlights are an important part of a car and so having them go out after only a week would be really frustrating and not something to be happy about.,Contradiction,UNQ,FLUTE
6253,4205,"Man, he hit the nail on the head pretty close there.","Man, he was pretty accurate and on point when he said that.",Idiom,"To hit the nail on the head is to do something in the most effective and efficient way, which is what he did when he made that statement.",Entailment,UNQ,FLUTE
6254,6672,The clouds like crowds of snowy-hued and white-robed maidens pass,,Simile,,,,Kaggle
6255,8152,"It's more the ‘ bells and whistles’ of museum life which have grown so much in the last fifteen years, like restaurants, shops, publishing, which should be left to the private sector, and which generate important revenues for the museum.","It's more the ‘ fancy features of museum life which have grown so much in the last fifteen years, like restaurants, shops, publishing, which should be left to the private sector, and which generate important revenues for the museum.",Idiom,,Entailment,,IMPLI
6256,7964,"But, like the work of one of its ancestors, Rousseau, it strikes a chord which reverberates widely among those who feel themselves to be increasingly powerless, and resent it.","But, like the work of one of its ancestors, Rousseau, it elicit a significant reaction which reverberates widely among those who feel themselves to be increasingly powerless, and resent it.",Idiom,,Entailment,,IMPLI
6257,3694,"Everyone else arrived promptly, and even hades made it in under the wire, appearing right as zeus took his seat.","Everyone else arrived on time, and even hades made it in right on time, appearing as zeus took his seat.",Idiom,"To be under the wire means to be just barely in time or on time, and in this context hades arrived right on time.",Entailment,UNQ,FLUTE
6258,6265,Sadly with my church and Pat Roberson you do not have accountability and people are fearful to stand up to take action when your leader says or acts out of order.,Sadly with my church and Pat Roberson you do not have accountability and people are fearful to stand up to take action when your leader says or acts inappropriately.,Idiom,,Entailment,,IMPLI
6259,681,My dependable coworker bailed on me today and left me elated with a ton of work,My unreliable coworker bailed on me today and left me miserable with a ton of work,Sarcasm,"A dependable coworker is someone who is reliable and can be counted on to do their work, so having them bail on you leaves you feeling the opposite of elated.",Contradiction,UNQ,FLUTE
6260,5095,the car ran as well as a swiss watch,The car ran well,Metaphor,,,,FIGQA
6261,6406,"It 'll get to be second nature , do n't worry .","It 'll get to be an instinct , do n't worry .",Idiom,,Entailment,,IMPLI
6262,6507,Your explanation is as clear as mud.,,Simile,,,,Kaggle
6263,825,Very thrilled about the possibility of crime rates increasing near me and protecting my safety,The amount of crime growing near me is scary to think about,Sarcasm,Most people would not be thrilled about the prospect of crime rates increasing because that could lead to them being a victim of crime and hence their safety being jeopardized.,Contradiction,SIM,FLUTE
6264,434,I don't feel jittery at all when I have to confront someone and be assertive,I get really nervous when I have to confront someone and be assertive.,Sarcasm,"Feeling jittery when confronting someone is a natural response because it invokes fear and nervousness in people, and so not feeling that way is unreal",Contradiction,SIM,FLUTE
6265,1618,My niece and I were just thrilled when she found out she didn't get accepted into nursing school,My niece and I were distraught because she worked so hard to get into nursing school and didnt get in.,Sarcasm,"Being accepted into nursing school is a good thing because it provides opportunities for furthering one's career, so not getting accepted would be disappointing and lead to distraught not something to be thrilled about.",Contradiction,SIM,FLUTE
6266,3954,The scream pierced the night.,The scream tore through the night.,Metaphor,Piercing means going through something.,Entailment,UNQ,FLUTE
6267,7335,You are as hungry as a bottom swallowing a thong.,,Simile,,,,AB
6268,7938,"On the face of it, this could only be a good thing.","at first glance, this could only be a good thing.",Idiom,,Entailment,,IMPLI
6269,8239,"And, and, and liquid nitrogen you'll find in, in all walks of life, in hospitals all over the place that erm farmers now often have it in their farm, they, they","And, and, and liquid nitrogen you'll find in, in all occuption, role, social class, or lifestyle, in hospitals all over the place that erm farmers now often have it in their farm, they, they",Idiom,,Entailment,,IMPLI
6270,2641,"After a couple of more songs, a familiar-looking blonde girl that had been trying to catch my eye all night asked me to play lips of an angel.","After a couple of more songs, a familiar-looking blonde girl that had been trying to get my attention all night asked me to play lips of an angel.",Idiom,"To catch my eye means to attract my interest, which is what the girl was trying to do by being visually appealing.",Entailment,UNQ,FLUTE
6271,7388,You are as thin as an elephant.,,Simile,,,,AB
6272,1072,I am absolutely cheerful that my mortgage payment has increased this year without any warning,I just got notice that my mortgage payment has gone up this year and I'm so mad about it.,Sarcasm,The increase in mortgage payments can be a huge burden for some people and so being cheerful about it is quite unrealistic.,Contradiction,SIM,FLUTE
6273,2663,Her face was calm but she seemed like a coiled spring .,"Even though her face was calm, she seemed tense.",Simile,"A coiled spring is tightly wound and ready to release its energy, so even though her face was calm, she seemed tense.",Entailment,UNQ,FLUTE
6274,8306,But the military has recently extended its brief to make all trade union leaders ‘ fair game’.,But the military has recently extended its brief to make all trade union leaders ‘ an acceptable target.,Idiom,,Entailment,,IMPLI
6275,2564,The politician chopped down his rival.,The politician defeated his rival.,Metaphor,Chopping down a tree is a metaphor for defeating someone.,Entailment,UNQ,FLUTE
6276,2987,"For a nanosecond I like my brother's girlfriend, but then I remember how she controls his life, and that warm and fuzzy feeling disappears like a streak of lightning.","I liked my brother's girlfriend for a nanosecond, but then I remembered how she controls his life, and that feeling went away fast.",Simile,"A nanosecond is a very short period of time, so the fact that the simile uses it to describe how quickly the feeling disappears suggests that it vanished almost immediately.",Entailment,UNQ,FLUTE
6277,625,I feel really glad and connected to the world because I am working from home today,I am working from home and do not see other people.,Sarcasm,Working from home implies that the person is not engaging with the world and is instead isolating themselves and so they cannot feel really glad or connected to it.,Contradiction,SIM,FLUTE
6278,6674,The evening stretches before me like a road.,,Simile,,,,Kaggle
6279,4868,The new machine ran as well as An old man in a cast.,The new machine barely ran.,Metaphor,,,,FIGQA
6280,1942,I am happy that my hard-earned money got stolen because of fraud and it makes me so delighted,All my money in my bank got stolen due to fraud and I am so mad.,Sarcasm,Money getting stolen because of fraud is not a good thing and so someone being happy about it is very unreal,Contradiction,SIM,FLUTE
6281,6662,"Then, as a hunted deer that could not flee, I turned upon my thoughts and stood at bay, wounded and weak and panting;",,Simile,,,,Kaggle
6282,1480,I felt absolutely no regrets for not fitting into my old wedding dress from when I got married five years ago.,I can't believe I didn't fit into my old wedding dress.,Sarcasm,Wedding dresses are often very expensive and so not being able to fit into an old one means that the person has gained weight and is regretful about it.,Contradiction,SIM,FLUTE
6283,3267,He summoned the servant.,He called the servant.,Metaphor,Summoned means he called the servant to get their attention.,Entailment,UNQ,FLUTE
6284,7718,"With that hairstyle, you look like you got ready in a hurry.",,Simile,,,,AB
6285,5527,"For Saudi Arabia, that means cutting benefits for state employees who have grown accustomed to a comfortable lifestyle.","For Saudi Arabia, that means reduces benefits for state employees who have grown accustomed to a comfortable lifestyle.",Metaphor,,Entailment,,IMPLI
6286,5942,"The Cloud FX is set to hit the Indian market at 1,999 rupees, or about $33.","The Cloud FX is set to become available for sale in the Indian market at 1,999 rupees, or about $33.",Metaphor,,Entailment,,IMPLI
