,Unnamed: 0.1,Unnamed: 0,Hypothesis,Type,GPT-3,BERT,ROBERTA,Ensemble
694,694,652,"In the last century, the cathedral was made more northern still, when a second tower was added to the one which already existed, and two spires for good measure.",Idiom,Idiom,Idiom,Idiom,Idiom
695,695,662,"If you give the go ahead on the photos, I'll move on the dorchester.",Idiom,Idiom,Idiom,Idiom,Idiom
696,696,162,The flowers were as delicate as a butterfly.,Simile,Simile,Simile,Simile,Simile
697,697,227,It is absolutely fair how all my friends get to travel to all these amazing places for work and I get to hang out at home,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
698,698,519,Lay a responsibility on someone.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
699,699,790,The tall girl pivoted like a ballerina toward the bag.,Simile,Simile,Simile,Simile,Simile
700,700,740,It makes me feel loved when my cat only pays attention to me when she wants food from me,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
701,701,289,"And less than 60 seconds later with the Ballyclare defence at sixes and sevens, McCallan got his hat - trick scoring from close range after Cathcart fumbled a McCartney cross.",Idiom,Idiom,Idiom,Idiom,Idiom
702,702,179,"Still , better safe than sorry.’",Idiom,Idiom,Idiom,Idiom,Idiom
703,703,365,"He seeks to mold us, to make us pliable, to bend us to his will, so that when we mount the auction block, we will be like a herd of cows.",Simile,Simile,Simile,Simile,Simile
704,704,386,The moon hung low in the sky like a glowing orb.,Simile,Simile,Simile,Simile,Simile
705,705,493,I got so thrilled when I stepped in gum someone spit on the side walk,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
706,706,111,The document is as official as a government treaty,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
707,707,175,She sees red and kills him with a very convenient weapon .,Idiom,Idiom,Idiom,Idiom,Idiom
708,708,455,You move like an old person who lost their bus pass.,Simile,Simile,Simile,Simile,Simile
709,709,357,"Rest it against the damn doorframe, eddie; you're like a deer on roller-skates.",Simile,Simile,Simile,Simile,Simile
710,710,440,What these anomalies mean is that within one and the same constituency the price paid in first - preference votes for the election of a TD varies greatly .,Idiom,Idiom,Idiom,Idiom,Idiom
711,711,806,Your responses are like you're half asleep.,Simile,Simile,Simile,Simile,Simile
712,712,192,I am really proud that my real estate career in Florida didn't go as I hoped inspite of all the planning,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
713,713,587,I feel like I was blessed by the worker who pretended to help me but was actually trying to sabotage my work,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
714,714,240,Sandra Fluke asked that her insurance company be required to cover birth control.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
715,715,734,the ayes have it.,Idiom,Idiom,Idiom,Metaphor,Idiom
716,716,429,the food was as healthy as a gym membership,Metaphor,Metaphor,Metaphor,Simile,Metaphor
717,717,659,Your responses are like you are being personally attacked.,Simile,Simile,Simile,Simile,Simile
718,718,788,Mark ’s comments are an acid bath for my nerves.,Metaphor,Metaphor,Metaphor,Sarcasm,Metaphor
719,719,770,Really happy about the fact that I bombed my job interview!,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
720,720,128,"Straight between them  ran  the pathway ,",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
721,721,810,"A character knows that their universe is fictional, but everyone thinks they are like a clown in a courthouse.",Simile,Simile,Simile,Simile,Simile
722,722,613,She relaxed into the luxury of life.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
723,723,763,The book owned her imagination.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
724,724,147,"He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets by heart.",Idiom,Idiom,Idiom,Idiom,Idiom
725,725,34,I wasn't fazed at that the high level travel alert would interrupt my travel to the region because the thought of being killed is just so exciting.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
726,726,352,"Every day, I had done nothing but walk on eggshells around him, but not anymore.",Idiom,Idiom,Idiom,Idiom,Idiom
727,727,281,I love people that invade my personal space and make me feel uncomfortable.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
728,728,661,The setting was like a police interrogation room somewhere deep in the basement.,Simile,Simile,Simile,Simile,Simile
729,729,239,I'd kept it safe as houses on all my travelings here.,Idiom,Idiom,Metaphor,Sarcasm,Idiom
730,730,233,I was very proud of my sense of judgement when I found out that the person who I admired for their great vision was actually really mean to people,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
731,731,20,"With that hairstyle, you look like a privet hedge.",Simile,Simile,Simile,Simile,Simile
732,732,499,I got really happy when I found out the chicken I ordered was still pink on the inside,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
733,733,497,"I wanted to tell her to take a powder, that no guy that treats a woman like that is worth it, but I minded my own business.",Idiom,Idiom,Idiom,Idiom,Idiom
734,734,387,She is the Light of our days,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
735,735,693,I tried to tide things over between them.,Metaphor,Idiom,Metaphor,Metaphor,Metaphor
736,736,681,Both access to and optimum utilization of water in rainfed areas is bringing considerable economic relief to single crop dependent farmer; with improvements in production and productivity being recorded.,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
737,737,44,The groups are as separate as Berlin during the Cold War.,Metaphor,Metaphor,Metaphor,Simile,Metaphor
738,738,70,The woman moved with the grace of a ballerina,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
739,739,562,"‘ She 's done him proud,’ said Mrs Flaherty , ‘ I 'll say that for her.’",Idiom,Idiom,Idiom,Idiom,Idiom
740,740,521,She was like a pure white lily .,Simile,Simile,Simile,Simile,Simile
741,741,267,The night feels as long as a year,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
742,742,604,The politician toppled his rival.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
743,743,274,Your lips are like a pale white sheet.,Simile,Simile,Simile,Simile,Simile
744,744,827,", Sophie rolling her eyes,'Oh, that news will go down like a lead balloon!",Idiom,Idiom,Simile,Simile,Simile
745,745,248,In normal light-in color-it would probably be like a newborn mouse.,Simile,Simile,Simile,Simile,Simile
746,746,217,Your clothes are like you aren't feeling confident about yourself.,Simile,Simile,Simile,Simile,Simile
747,747,628,"Using the break even equation , where x is the number of pairs of trousers to earn a profit of £ 11,040 each month :",Idiom,Idiom,Idiom,Idiom,Idiom
748,748,541,"Where, today, is the church sufficiently aware of the problems behind closed doors in the lonely streets that it is able to offer true community and true family when it is definitely needed?",Idiom,Idiom,Idiom,Idiom,Idiom
749,749,385,The waves rolled in like a gentle lullaby.,Simile,Simile,Simile,Simile,Simile
750,750,174,"The robins are as thick today as flakes of snow were yesterday,",Simile,Simile,Metaphor,Simile,Simile
751,751,246,"I saw my self esteem bumping up when I found out my best friend, who is a surgeon, makes six figures a year while I make only half that",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
752,752,747,Your eyes are like a sack of potatoes.,Simile,Simile,Simile,Simile,Simile
753,753,297,"While they spake , the night  departed  :",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
754,754,12,"Well, that went over like a lead balloon.",Simile,Simile,Simile,Simile,Simile
755,755,491,The building is as well constructed as The brick house the wolf could not blow doen,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
756,756,647,I'm pleased to hear that my son doesn't plan on continuing his education after high school,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
757,757,216,You are as hungry as an obese guy who hasn't eaten for weeks.,Simile,Simile,Simile,Simile,Simile
758,758,215,You drive like you've just escaped from prison.,Simile,Simile,Simile,Simile,Simile
759,759,272,"By the same token, new knowledge may be of little relevance to someone innovating a social instrument to satisfy a need that changing demographics or tax laws have created.",Idiom,Idiom,Metaphor,Idiom,Idiom
760,760,198,"Richmond coach , Kevin Boroevich , will have to eat some humble pie at training after being sent off for punching in the 21–15 win in a friendly against Fylde .",Idiom,Idiom,Idiom,Idiom,Idiom
761,761,745,The flowers were as vibrant as a rainbow.,Simile,Simile,Simile,Simile,Simile
762,762,375,You are as thin as piece of wafer.,Simile,Simile,Simile,Simile,Simile
763,763,439,I love the fact that the dog owner never picks up his dog's poop and it's right by our house,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
764,764,709,So glad that I was careless enough to go out with a shirt that had a huge hole in the back yesterday only to be pointed out by a stranger,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
765,765,551,The snow was as soft as a feather pillow.,Simile,Simile,Simile,Simile,Simile
766,766,522,"I always feel cool, calm and collected when I am waiting in line for a flight and it's close to take off time.",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
767,767,667,His temper was as explosive as a volcano.,Simile,Simile,Simile,Simile,Simile
768,768,550,I was so thrilled to see parents not monitoring their kids in the supermarket this week,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
769,769,317,I feel ecstatic that all my work for a 20 page research paper got erased because my computer crashed,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
770,770,523,Your attitude is like a warrior.,Simile,Simile,Simile,Simile,Simile
771,771,466,Alicia seemed to recover rapidly and started to make light of what the others found worrying.,Idiom,Idiom,Idiom,Idiom,Idiom
772,772,58,Your movements remind me of a robot.,Simile,Simile,Simile,Simile,Simile
773,773,228,Smart Investments offers an array of services to meet your financial needs.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
774,774,139,I jumped for joy when I left the hair salon and my new hair color was not what I asked for,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
775,775,369,"In this period the Awlad Amira secretary of the Kufra Assembly executive committee fell from grace and left office, becoming night watchman in a school.",Idiom,Idiom,Idiom,Idiom,Idiom
776,776,72,"He's got a potty old uncle living with him, who's generally kept under lock and key.",Idiom,Idiom,Idiom,Idiom,Idiom
777,777,410,He was gripped with a terrible illness that killed him quickly.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
778,778,785,The waves crashed against the shore like a roaring beast.,Simile,Simile,Simile,Simile,Simile
779,779,616,"When I got the pizza, I was really satisfied by the lack of toppings",Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
780,780,443,It's absolutely ridiculous of me to think people should be responsible and take more pride in their work to make the world a better place,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
781,781,517,I was thrilled when I tripped and fell down the stairs in front of a big group of female students,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
782,782,797,The position of the antenna in the living room provided as much clarity as A muddy puddle,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
783,783,325,it was as predictable as a sandstorm.,Metaphor,Simile,Simile,Simile,Simile
784,784,615,It makes me so glad when people litter around my apartment building.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
785,785,329,Your face is like a white sheet of paper.,Simile,Simile,Simile,Simile,Simile
786,786,723,"Fell  the evening 's dusk and coolness ,",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
787,787,807,The man had the courage of a mouse,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
788,788,720,"That complicated matters greatly, but it didn't mean he was ready to throw in the towel.",Idiom,Idiom,Idiom,Idiom,Idiom
789,789,820,"Watson , who turned to crime after moving to London , slumped in the dock of Inner London Crown Court as Judge Brian Pryor handed out the sentence on Monday .",Idiom,Idiom,Idiom,Idiom,Idiom
790,790,422,Your input is like a negative review.,Simile,Simile,Simile,Simile,Simile
791,791,566,"It was a severe blow but Highlander drew its horns in to weather the storm and re - opened under a new charter as the Highlander Research and Education Center , first in Knoxville , Tennessee , and now at Newmarket , some 20 miles out of Knoxville .",Idiom,Idiom,Idiom,Idiom,Idiom
792,792,132,Why does it make me so excited when people don't pick up my calls?,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
793,793,468,The stock market drifted upward.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
794,794,253,Occasionally the sun was like a dim orange fire .,Simile,Simile,Simile,Simile,Simile
795,795,40,Your voice is like you've just run a marathon.,Simile,Simile,Simile,Simile,Simile
796,796,826,So proud of my son who threw a fit at Walmart when I refused to buy him a toy and laid down in the middle of the floor screaming,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
797,797,213,I was so delighted when I got pulled over by the cops in front of my son's school,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
798,798,204,Ain't I the best parent in the world for completely forgotting to pick up my daughter from the girl scout meeting on time.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
799,799,768,De Gaulle was little interested in AFPs’ He considered it normal that he who pays the piper calls the tune: ‘ qui paie commande’.,Idiom,Idiom,Idiom,Idiom,Idiom
800,800,755,"he 's been able to get round it really , it might well be above board , but the police have been looking into it",Idiom,Idiom,Idiom,Sarcasm,Idiom
801,801,373,The fact that my mother didn't cook her chicken all the way through at dinner makes me feel like I'm eating at a 5-star restaurant,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
802,802,514,"He felt like a boxer who had been pummelled mercilessly against the ropes , on the verge of defeat , only to see his opponent 's corner throw in the towel .",Idiom,Idiom,Simile,Simile,Simile
803,803,49,You walk like your feet aren't attached to your legs.,Simile,Simile,Simile,Simile,Simile
804,804,596,And his heart  outran  his footsteps ;,Metaphor,Metaphor,Metaphor,Idiom,Metaphor
805,805,185,Did I tell you marie-claire and I are about to tie the knot?,Idiom,Idiom,Idiom,Idiom,Idiom
806,806,663,I was thrilled when my dog destroyed the model airplane I had been building for weeks,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
807,807,670,As with most things which appeal to the vagaries of youthful fashion today's hit rapidly becomes old hat.,Idiom,Idiom,Metaphor,Idiom,Idiom
808,808,759,My responsible daughter nearly burnt the house down by forgetting to turn the oven off and I was this close to congratulating her for that.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
809,809,529,"But then he said to himself: "" Before it strikes a quarter - past ~ seven I must be quite out of this bed, without fail.",Idiom,Idiom,Idiom,Idiom,Idiom
810,810,18,"Lance deals mostly in coke, but he dabbles in a few other odds and ends, too.",Idiom,Idiom,Idiom,Idiom,Idiom
811,811,774,The world had the peace of the planet a decade after the asteroid killed the dinosaurs,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
812,812,700,"Although so little was heard from them, those who kept tabs on them were convinced that they were slowly fading away.",Idiom,Idiom,Idiom,Idiom,Idiom
813,813,711,How have you weathered the storm ?,Idiom,Idiom,Metaphor,Idiom,Idiom
814,814,660,I love how I have been trying to quit smoking for years now but its still a work in progress,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
815,815,718,Your clothes make you appear twice your size.,Simile,Simile,Simile,Simile,Simile
816,816,626,Last week I experienced great joy when a resonsible and amazing driver drove off the road and smashed through my fence during the night.,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
817,817,219,"With each lap of the waves against the hull, tony closed off insidious emotions before they could take root inside him and focused on the shore.",Idiom,Idiom,Idiom,Idiom,Idiom
818,818,593,It wasn't as if he didn't already smoke like a chimney.,Idiom,Idiom,Idiom,Simile,Idiom
819,819,582,I saw a man put honey on his lasagna and it absolutely didn't make me sick to my stomach,Sarcasm,Sarcasm,Sarcasm,Sarcasm,Sarcasm
820,820,687,"Benjamin went down on one knee , tugging at my sleeve for me to follow suit .",Idiom,Idiom,Idiom,Sarcasm,Idiom
821,821,321,Your approach is like that of someone with brain damage.,Simile,Simile,Simile,Simile,Simile
822,822,116,The illness had the seriousness of A king with the bubonic plague,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
823,823,608,Water authorities that will make a splash: Jeremy Warner on investment in the floated water authorities,Idiom,Idiom,Metaphor,Metaphor,Metaphor
824,824,442,The sun was as golden as a treasure.,Simile,Simile,Simile,Simile,Simile
825,825,816,Till it  took  the form and features,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
826,826,423,She was waiting for me to talk about my past and I figured there was no time like the present.,Idiom,Idiom,Idiom,Sarcasm,Idiom
827,827,346,They'd make money hand over fist.,Idiom,Idiom,Idiom,Idiom,Idiom
828,828,113,The dancer floated across the stage.,Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
829,829,435,"Could not  breed  ill-will between them ,",Metaphor,Metaphor,Metaphor,Metaphor,Metaphor
830,830,275,Your smile is like an act.,Simile,Simile,Simile,Simile,Simile
