,Hypothesis,Premise,Literal Translation,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
349,"Three hours later I was on hands and knees under the cotton trailer, as sick as a dog.","Three hours later I was on hands and knees under the cotton trailer, very ill and vomiting.","Three hours later I was on my hands and knees under the trailer that is used to transport cotton, feeling very ill.",84.68395472,0.7314298749,0.9622492194,Idiom,FLUTE,1,1,1
350,Come clean on all coups,be completely honest on all coups,Tell the truth about all of the plans/schemes.,67.15658903,0.4465321302,0.8965996504,Idiom,IMPLI,1,1,1
351,"The baby eater of Bromsgrove had recently been sent down for life, caught bang to rights.","The baby eater of Bromsgrove had recently been sent down for life, caught red-handed with overwhelming evidence and no possible defense.","The baby kidnapper/killer of Bromsgrove had recently been sentenced to a lengthy prison term, due to irrefutable evidence of their guilt.",76.87055469,0.6307684183,0.9066426754,Idiom,FLUTE,1,1,1
352,By Thursday a run on money market funds was in full swing and we came as close to a meltdown as at any time since the 1930s.,By Thursday a run on money market funds was proceeding fully and we came as close to a meltdown as at any time since the 1930s.,"By Thursday, there were a large number of people withdrawing their money from money market funds and the situation was similar to that of the 1930s, when there was a financial crisis.",78.95153761,0.6712037921,0.9078269601,Idiom,IMPLI,1,1,1
353,"And then , the Daily Telegraph discovered ‘ the truth’ : ‘ privatisation of Britain 's water industry … runs against the grain of Mr Delors’ social strategy.’","And then , the Daily Telegraph discovered ‘ the truth’ : ‘ privatisation of Britain 's water industry … runs against the natural inclination of Mr Delors’ social strategy.’","And then, the Daily Telegraph uncovered accurate facts that the plan of private ownership of Britain's water industry does not align with Mr Delors' strategy of social development.",81.98967278,0.7220866084,0.9177068472,Idiom,IMPLI,1,1,1
354,FROM 1984–90 guesses that cash flow could be higher if assets changed hands or if a firm 's financial structure was changed were made in $ 1.7 trillion - worth of cases in America .,FROM 1984–90 guesses that cash flow could be higher if assets changed to a different owner or if a firm 's financial structure was changed were made in $ 1.7 trillion - worth of cases in America .,"In the United States, estimated possible increases to cash flow amounting to $1.7 trillion were made through the sale of assets or alteration of a company's financial structure between 1984 and 1990.",78.26648355,0.6708010435,0.8945286274,Idiom,IMPLI,1,1,1
355,"If she didn't find some way to block out the cocky evil cat, she'd go spare.","If she didn't find some way to block out the cocky evil cat, she'd become extremely angry or irritated.","If she didn't find some way to prevent the overly confident, mischievous cat from bothering her, she would become very upset.",84.35691595,0.7406766415,0.9464616776,Idiom,FLUTE,1,1,1
356,"This is the challenge for the brewers and their designers — to survive in the long term they must, in certain instances, address this radically broadened target market.","This is the challenge for the brewers and their designers — to survive eventually they must, in certain instances, address this radically broadened target market.","This is the challenge for the brewers and their designers — to remain successful in the long term they must, in some cases, cater to this much larger audience.",86.82227135,0.7785412073,0.9579042196,Idiom,IMPLI,1,1,1
357,"""Cross my heart, buddy; I'm telling you the whole truth,"" Melanie swore.","""I swear on everything that is sacred to me, buddy; I'm telling you the whole truth,"" Melanie said.","""I swear with my hand across my chest, friend; I'm telling you everything that is true,"" Melanie promised.",80.99951446,0.6832635999,0.9367266893,Idiom,FLUTE,1,1,1
358,"But bay was firm yet gentle in her guidance and soon, tuck realized the man was just what the department needed: fresh, young blood.","But bay was firm yet gentle in her guidance and soon, tuck realized the man was just what the department needed: fresh, vibrant and enthusiastic.","But Barbara was strict but kind in her instruction and eventually, Tucker realized the man was exactly what the department needed: new and young energy.",77.0781666,0.5872451663,0.9543181658,Idiom,FLUTE,1,1,1
359,"He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets by heart.","He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets from unaided memory and in full detail.","He enjoyed reading books, purchased them whenever he could afford them, and soon remembered a great deal of the writing of both historical and modern poets.",84.13491249,0.7426764369,0.9400218129,Idiom,IMPLI,1,1,1
360,"If I continue to go the distance for her, our relationship will be fine.","If I continue to stand by her and not give up, our relationship will be fine.","If I continue to put in effort and stay committed to her, our relationship will be in a good state.",85.09279191,0.7596577406,0.9421980977,Idiom,FLUTE,1,1,1
361,"Monetarists also recognize that the demand for money can shift unpredictably in the short run with changing expectations of prices , interest rates and exchange rates .","Monetarists also recognize that the demand for money can shift unpredictably in the near future with changing expectations of prices , interest rates and exchange rates .","Monetarists also recognize that the amount of money people want to hold can change unexpectedly in the short term due to changing expected costs, interest rates, and the value of different currencies.",83.61819685,0.7342262268,0.9381377101,Idiom,IMPLI,1,1,1
362,The Taligent offering is a 32-bit operating environment being built from scratch around a new object model.,The Taligent offering is a 32-bit operating environment being built from the beginning around a new object model.,"The Taligent offering is a 32-bit computer system that is being created entirely from the beginning, based on a new object model.",87.95788586,0.7915894389,0.9675682783,Idiom,IMPLI,1,1,1
363,"And less than 60 seconds later with the Ballyclare defence at sixes and sevens, McCallan got his hat - trick scoring from close range after Cathcart fumbled a McCartney cross.","And less than 60 seconds later with the Ballyclare defence in a state of confusion, McCallan got his hat - trick scoring from close range after Cathcart fumbled a McCartney cross.","And less than 60 seconds later with the Ballyclare defense in disarray, McCallan scored his third goal from close range after Cathcart mishandled a McCartney cross.",84.22655165,0.7137441635,0.9707868695,Idiom,IMPLI,1,1,1
364,All they wanted were his - not on your life!,All they wanted were his - no way!,All they wanted was his presence - absolutely not!,81.5045774,0.7190451026,0.9110464454,Idiom,FLUTE,1,1,1
365,The good news I hear from feminist friends is that it's becoming old hat these days to involve the father in childbirth.,The good news I hear from feminist friends is that it's becoming old-fashioned and trite these days to involve the father in childbirth.,The positive information that I receive from my feminist friends is that it is increasingly common for fathers to be present during the labor and delivery of a baby.,78.49379778,0.6440773606,0.925798595,Idiom,IMPLI,0.5,0,0.25
366,"Last night, dealers reflected the trauma by slashing the shares to 1 3/4p from 2p, valuing the group at a rock bottom £ 2.3 m.","Last night, dealers reflected the trauma by slashing the shares to 1 3/4p from 2p, valuing the group at a the very lowest possible level £ 2.3 m.","Last night, the dealers reduced the price of the shares from 2p to 1 3/4p, which led to a very low estimated value for the group of 2.3 million pounds.",82.57855773,0.724612236,0.9269589186,Idiom,IMPLI,1,1,1
367,As with most things which appeal to the vagaries of youthful fashion today's hit rapidly becomes old hat.,As with most things which appeal to the vagaries of youthful fashion today's hit rapidly becomes very common and hackneyed.,"Today's popular trend quickly becomes outdated, like most things that are appealing to the unpredictable tastes of young people.",74.88256395,0.5922235847,0.9054276943,Idiom,IMPLI,1,0.5,0.75
368,"The trouble is, we don't see eye to eye, or, more correctly, our minds move in different channels.","The trouble is, we don't have similar views, or, more correctly, our minds move in different channels.","The problem is, we do not agree, or, more accurately, our thought processes are different.",84.39981639,0.7371706367,0.9508256912,Idiom,IMPLI,1,1,1
369,"I wanted her to participate in the creation, authenticating it by give and take.","I wanted her to participate in the creation, authenticating it by exchanging ideas and compromising.","I wanted her to be involved in the making process, contributing her thoughts and opinions and having a dialogue with the other creators.",74.42254424,0.5714821815,0.9169687033,Idiom,FLUTE,1,1,1
370,"But the leitmotiv has been the announcement of disenchanted Citizen Smiths that they intend, in the light of Labour's defeat, to emigrate.","But the leitmotiv has been the announcement of disenchanted Citizen Smiths that they intend, in consideration of Labour's defeat, to emigrate.","But the recurring theme has been the announcement of disillusioned Citizen Smiths that they intend, in the wake of Labour's defeat, to move abroad.",83.14955235,0.7085211277,0.9544699192,Idiom,IMPLI,1,1,1
371,"Richmond coach , Kevin Boroevich , will have to eat some humble pie at training after being sent off for punching in the 21–15 win in a friendly against Fylde .","Richmond coach , Kevin Boroevich , will have to accept defeat at training after being sent off for punching in the 21–15 win in a friendly against Fylde .","Kevin Boroevich, the coach of the Richmond team, will have to apologize or express regret at training following his ejection from the game due to punching during the 21-15 win against Fylde in a friendly match.",78.93003821,0.6609521508,0.9176486135,Idiom,IMPLI,1,1,1
372,The matters of employing people is changing and in the main those changes fly in the face of traditional G M B organization and make recruitment and retention of membership more difficult.,The matters of employing people is changing and in the main those changes contradict traditional G M B organization and make recruitment and retention of membership more difficult.,"The rules and regulations regarding hiring people are changing and overall these changes are counter to the traditional structure of the G M B organization, making it more difficult to recruit and retain people in their membership.",85.79679728,0.7780279517,0.9379079938,Idiom,IMPLI,1,1,1
373,Isn't there any way for you to get in touch with him?,Can't you establish communication with him in any way?,Is there no way for you to communicate with him?,83.00513625,0.7297258377,0.9303768873,Idiom,FLUTE,1,1,1
374,The move could trigger a tit - for - tat trans - Atlantic trade war if the Community retaliates in kind.,The move could trigger a equivalent retribution trans - Atlantic trade war if the Community retaliates in kind.,"If the Community responds in the same way, the action could start a series of mutually damaging retaliations between the United States and Europe.",74.65852797,0.5945320725,0.8986384869,Idiom,IMPLI,1,1,1
375,But then the paper would get wind of your bigamist marriage.,But then the paper would hear about your bigamist marriage.,Then news of your two marriages would spread to the public.,73.45496714,0.5586865544,0.9104127884,Idiom,FLUTE,1,1,1
376,in my book coincidences didn't really exist.,"In my opinion, coincidences didn't really exist","In my opinion, coincidences did not actually occur.",92.31025875,0.8758910298,0.9703141451,Idiom,FLUTE,1,1,1
377,It wasn't as if he didn't already smoke like a chimney.,It wasn't as if he wasn't already smoking tobacco excessively.,It was not as if he was not already smoking a lot.,87.84545958,0.7789779305,0.9779312611,Idiom,FLUTE,1,1,1
378,The tournaments are very popular events and the organisation behind the scenes is always excellent.,The tournaments are very popular events and the organisation secretly is always excellent.,The tournaments are very popular events and the planning and preparation that goes on behind the scenes is always of high quality.,83.1315279,0.7319344878,0.9306960702,Idiom,IMPLI,1,1,1
379,"take it from me, the human heart is much more capable than we give it credit for.",I know from experience that the human heart is much more capable than we give it credit for.,I can tell you with absolute certainty that people's hearts are able to accomplish much more than we realize.,81.04596734,0.7042855024,0.9166338444,Idiom,FLUTE,1,1,1
380,the ayes have it.,the majority has voted in favor.,The majority have voted in favor.,95.05667388,0.9162154794,0.9849179983,Idiom,FLUTE,1,1,1
381,You 'll change your tune and be expectin me to stay over nights or watch the kid during the day so you can get your beauty sleep.,You'll become more welcoming and agreeable and be expecting me to stay over nights or watch the kid during the day so you can get your beauty sleep.,You will change your opinion and be expecting me to stay overnight or watch the child during the day so you can get a good amount of rest and make yourself look more attractive.,75.97206533,0.5924092531,0.9270320535,Idiom,FLUTE,1,1,1
382,"Man, they would go for the jugular with him dating an older woman.","Man, they would totally and aggressively attack him for dating an older woman.",They would strongly criticize him for dating an older woman.,85.35074294,0.7628464103,0.9441684484,Idiom,FLUTE,1,1,1
383,Water authorities that will make a splash: Jeremy Warner on investment in the floated water authorities,Water authorities that will attract attention: Jeremy Warner on investment in the floated water authorities,Jeremy Warner making a large financial investment in a newly publicly traded water authority company.,69.19581294,0.5075190067,0.8763972521,Idiom,IMPLI,0,0.5,0.25
384,"It could be a long match tomorrow, and he could run out of steam if it goes to five sets.","It could be a long match tomorrow, and he could lose his stamina and fail if it goes to five sets.",He could become exhausted if the tennis match tomorrow goes on for five sets.,76.82018876,0.6155321002,0.920871675,Idiom,FLUTE,1,0.5,0.75
385,"An engine on the left side of the plane began to run roughshod, blasting out black smoke.","An engine on the left side of the plane began to run erratically and without regard, blasting out black smoke.",The engine located on the left side of the plane started running erratically and releasing large amounts of black smoke.,87.32487559,0.7828550339,0.963642478,Idiom,FLUTE,1,1,1
386,But Laura was a piranha; she'd have chewed him down to the bone if he had let her.,But Laura was a piranha; she'd have chewed him down completely if he had let her.,"If Laura had been given the chance, she would have been incredibly aggressive and confrontational towards him, leaving nothing of him left.",68.1506604,0.4865343571,0.8764788508,Idiom,IMPLI,1,1,1
387,"It wasn't glib or run of the mill ,it didn't go in one ear and out the other.","It wasn't glib or run of the mill ,it wasn't ignored or forgotten immediately after being heard.","It was not superficial or ordinary, it was memorable and held attention.",73.27991128,0.5569724441,0.9086257815,Idiom,FLUTE,1,1,1
388,"So impassive and peculiar had the Collector become , so obviously on the verge , everyone thought so ( you would have thought so yourself if you had seen him at this time ) , of giving up the ghost , that his face was scrutinized more closely than ever for any trace of remorse as the gorse bruiser was carried out .","So impassive and peculiar had the Collector become , so obviously on the verge , everyone thought so ( you would have thought so yourself if you had seen him at this time ) , of dying , that his face was scrutinized more closely than ever for any trace of remorse as the gorse bruiser was carried out .","The Collector had become so emotionless and strange, everyone was convinced (you would have been convinced if you had seen him in that moment) that he was about to die, so people observed his face even more carefully for any sign of regret as the gorse bruiser was taken away.",78.75497341,0.6674204469,0.9076790214,Idiom,IMPLI,1,1,1
389,Great to see young blood getting their feet wet.,Great to see a new person or people getting their feet wet.,It is great to see young people starting to gain experience.,72.35393822,0.5564340949,0.8906446695,Idiom,FLUTE,1,1,1
390,You're just not up to snuff.,You're just not up to the required standard.,You do not meet the required standards.,85.73086262,0.7781963348,0.9364209175,Idiom,FLUTE,1,1,1
391,"Let's cut the crap,said webb's fishing companion.","Let's stop beating around the bush, said webb's fishing companion.","Let's stop speaking nonsense, said Webb's fishing companion.",72.48651683,0.515094161,0.9346361756,Idiom,FLUTE,1,1,1
392,A general principle for an efficient tax system is to collect a given amount of revenue (corresponding in the long run to the government ’s spending) in a way that causes as little distortion as possible to the overall economy.,A general principle for an efficient tax system is to collect a given amount of revenue (corresponding after a very long time to the government ’s spending) in a way that causes as little distortion as possible to the overall economy.,A general principle for an efficient tax system is to collect a specified quantity of money that equates to the amount of money the government spends over a long period of time in a manner that has the least amount of impact on the whole economy.,86.48254871,0.7974517345,0.9321992397,Idiom,IMPLI,1,1,1
393,Come take it from me.,Listen to me because I know from experience what I am talking about.,I can tell you myself.,63.0556643,0.4065508842,0.8545624018,Idiom,FLUTE,1,0.5,0.75
394,"The talks came to grief after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future .","The talks met with disaster after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future .","The talks ended in failure after the separatists demanded that the government, or the ruling Socialist party, should publicly admit that their representatives had agreed to discuss the Basque country's political future with ETA.",86.72384918,0.7791908383,0.9552861452,Idiom,IMPLI,1,1,1
395,"I know that woman too well to ever want to lay a finger on her, okay?","I know that woman too well to ever want to hurt her in any way, okay?","I understand that woman very well, so there is no chance that I would ever want to touch her, is that clear?",74.73985553,0.5811659694,0.9136311412,Idiom,FLUTE,0.5,0,0.25
396,‘ That spoke volumes for the character as well as quality of our squad — no matter what others might think.’,‘ That provided substantial information for the character as well as quality of our squad — no matter what others might think.’,"The devotion and dedication of our squad was very evident, regardless of what others might think.",77.72977352,0.6576899886,0.8969054818,Idiom,IMPLI,0.5,1,0.75
397,It 's all water under the bridge ; you do n't want to hear it — I 'm sorry if you feel I 've been unfair to you .,It 's all in the past ; you do n't want to hear it — I 'm sorry if you feel I 've been unfair to you .,"I apologize if you feel I have been unfairly treating you, even though it happened in the past and there's nothing we can do about it now.",75.4426837,0.6380829215,0.8707707524,Idiom,IMPLI,1,1,1
398,"The road and railway from Mallaig go south hand in hand along the coast to Keppoch , famed for its glorious seascapes , and Arisaig , a small village beloved of discerning holidaymakers who find there tranquillity in alliance with an enchanting coast .","The road and railway from Mallaig go south in parallel along the coast to Keppoch , famed for its glorious seascapes , and Arisaig , a small village beloved of discerning holidaymakers who find there tranquillity in alliance with an enchanting coast .","The road and railway from Mallaig travel together in a southward direction along the shore to Keppoch, known for its beautiful views of the sea, and Arisaig, a small village appreciated by people searching for peace and serenity combined with a charming coastline.",83.69133472,0.7476687431,0.9261579514,Idiom,IMPLI,0.5,1,0.75
399,Flora pulled a face.,Flora made a facial expression that shows dislike.,Flora made a facial expression.,73.89726937,0.5154870152,0.9624583721,Idiom,IMPLI,0,0,0
