,Hypothesis,Premise,GPT_Translation,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
350,Come clean on all coups,be completely honest on all coups,Purifie tous les coups,50.12316331,0.1627454609,0.8397178054,Idiom,IMPLI,0,0,0
351,"The baby eater of Bromsgrove had recently been sent down for life, caught bang to rights.","The baby eater of Bromsgrove had recently been sent down for life, caught red-handed with overwhelming evidence and no possible defense.",The person from Bromsgrove who ate babies had recently been sentenced to prison and was found guilty beyond a reasonable doubt.,75.58994591,0.6046777964,0.9071211219,Idiom,FLUTE,1,1,1
352,By Thursday a run on money market funds was in full swing and we came as close to a meltdown as at any time since the 1930s.,By Thursday a run on money market funds was proceeding fully and we came as close to a meltdown as at any time since the 1930s.," On Thursday there was a lot of people withdrawing money from money market funds, and it was almost as bad as it was in the 1930s.",77.26996243,0.6307080388,0.9146912098,Idiom,IMPLI,1,1,1
353,"And then , the Daily Telegraph discovered ‘ the truth’ : ‘ privatisation of Britain 's water industry … runs against the grain of Mr Delors’ social strategy.’","And then , the Daily Telegraph discovered ‘ the truth’ : ‘ privatisation of Britain 's water industry … runs against the natural inclination of Mr Delors’ social strategy.’"," Then, the Daily Telegraph found out the truth that privatizing the UK's water industry is not in line with Mr Delors' social plan.",82.07428753,0.7221419215,0.9193438292,Idiom,IMPLI,1,0.5,0.75
354,FROM 1984–90 guesses that cash flow could be higher if assets changed hands or if a firm 's financial structure was changed were made in $ 1.7 trillion - worth of cases in America .,FROM 1984–90 guesses that cash flow could be higher if assets changed to a different owner or if a firm 's financial structure was changed were made in $ 1.7 trillion - worth of cases in America .," For the time period from 1984–90, there were cases in America that total $1.7 trillion where people guessed that cash flow could increase if assets were transferred or if the financial structure of a business was altered.",80.50380349,0.7002826333,0.9097934365,Idiom,IMPLI,0,0,0
355,"If she didn't find some way to block out the cocky evil cat, she'd go spare.","If she didn't find some way to block out the cocky evil cat, she'd become extremely angry or irritated."," If she didn't find some way to stop the cocky bad cat, she'd become very angry.",88.04154396,0.7930380702,0.967792809,Idiom,FLUTE,1,1,1
356,"This is the challenge for the brewers and their designers — to survive in the long term they must, in certain instances, address this radically broadened target market.","This is the challenge for the brewers and their designers — to survive eventually they must, in certain instances, address this radically broadened target market.",The brewers and their designers must continue to exist for a long period of time and they must appeal to a much larger group of people in some cases.,74.75809157,0.6021144986,0.8930473328,Idiom,IMPLI,1,1,1
357,"""Cross my heart, buddy; I'm telling you the whole truth,"" Melanie swore.","""I swear on everything that is sacred to me, buddy; I'm telling you the whole truth,"" Melanie said.",Melanie promised that she was telling her friend the entire truth with a gesture of her hand over her heart.,72.51562178,0.5751457214,0.8751667142,Idiom,FLUTE,1,1,1
358,"But bay was firm yet gentle in her guidance and soon, tuck realized the man was just what the department needed: fresh, young blood.","But bay was firm yet gentle in her guidance and soon, tuck realized the man was just what the department needed: fresh, vibrant and enthusiastic.","But Bay was strict but kind with her advice and soon, Tuck understood that the man was just what the department needed: new, young energy.",83.25866759,0.7032724619,0.9619008899,Idiom,FLUTE,0,0,0
359,"He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets by heart.","He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets from unaided memory and in full detail."," He loved books, purchased them whenever he could, and soon memorized the works of historical and modern-day poets.",83.51356089,0.7235065103,0.9467647076,Idiom,IMPLI,1,0.5,0.75
360,"If I continue to go the distance for her, our relationship will be fine.","If I continue to stand by her and not give up, our relationship will be fine."," If I keep going far away for her, our connection will be alright.",73.69821668,0.5530510545,0.9209132791,Idiom,FLUTE,1,1,1
361,"Monetarists also recognize that the demand for money can shift unpredictably in the short run with changing expectations of prices , interest rates and exchange rates .","Monetarists also recognize that the demand for money can shift unpredictably in the near future with changing expectations of prices , interest rates and exchange rates ."," Los monetaristas también reconocen que la demanda de dinero puede cambiar de forma impredecible a corto plazo con cambios en las expectativas de los precios, las tasas de interés y las tasas de cambio.",65.32115936,0.468401432,0.8380217552,Idiom,IMPLI,0,0,0
362,The Taligent offering is a 32-bit operating environment being built from scratch around a new object model.,The Taligent offering is a 32-bit operating environment being built from the beginning around a new object model.,The Taligent offering is a 32-bit operating environment that is created from the beginning using a new object model.,90.76129794,0.8394858241,0.9757401347,Idiom,IMPLI,1,1,1
363,"And less than 60 seconds later with the Ballyclare defence at sixes and sevens, McCallan got his hat - trick scoring from close range after Cathcart fumbled a McCartney cross.","And less than 60 seconds later with the Ballyclare defence in a state of confusion, McCallan got his hat - trick scoring from close range after Cathcart fumbled a McCartney cross."," And less than 60 seconds after that, the Ballyclare defense was confused and disorganized and McCallan was able to score from close range after Cathcart dropped a McCartney cross, giving McCallan his third goal.",80.27948439,0.6583709717,0.9472187161,Idiom,IMPLI,1,1,1
364,All they wanted were his - not on your life!,All they wanted were his - no way!," They wanted something that was his, and he refused to give it to them.",74.38593209,0.6064149737,0.881303668,Idiom,FLUTE,0.5,0,0.25
365,The good news I hear from feminist friends is that it's becoming old hat these days to involve the father in childbirth.,The good news I hear from feminist friends is that it's becoming old-fashioned and trite these days to involve the father in childbirth.,I am hearing good news from my friends that are feminists that the involvement of the father in childbirth is becoming a common thing.,81.01575375,0.6937149763,0.9266000986,Idiom,IMPLI,0,0,0
366,"Last night, dealers reflected the trauma by slashing the shares to 1 3/4p from 2p, valuing the group at a rock bottom £ 2.3 m.","Last night, dealers reflected the trauma by slashing the shares to 1 3/4p from 2p, valuing the group at a the very lowest possible level £ 2.3 m."," Last night, sellers decreased the prices of stock to 1 3/4p from 2p, calculating the overall worth of the company to be £ 2.3 m.",80.80201745,0.6891146898,0.9269256592,Idiom,IMPLI,1,1,1
367,As with most things which appeal to the vagaries of youthful fashion today's hit rapidly becomes old hat.,As with most things which appeal to the vagaries of youthful fashion today's hit rapidly becomes very common and hackneyed.," Like many items which appeal to the unpredictable tastes of young people, what is popular today quickly becomes outdated.",75.81168115,0.6073720455,0.9088615775,Idiom,IMPLI,1,1,1
368,"The trouble is, we don't see eye to eye, or, more correctly, our minds move in different channels.","The trouble is, we don't have similar views, or, more correctly, our minds move in different channels."," The problem is, we disagree, or, to be more accurate, our thoughts are going in different directions.",82.14890659,0.7073082924,0.9356698394,Idiom,IMPLI,1,1,1
369,"I wanted her to participate in the creation, authenticating it by give and take.","I wanted her to participate in the creation, authenticating it by exchanging ideas and compromising."," Quería que ella participara en la creación, autenticándola con dar y recibir.",61.78792715,0.3914770484,0.8442814946,Idiom,FLUTE,0,0,0
370,"But the leitmotiv has been the announcement of disenchanted Citizen Smiths that they intend, in the light of Labour's defeat, to emigrate.","But the leitmotiv has been the announcement of disenchanted Citizen Smiths that they intend, in consideration of Labour's defeat, to emigrate."," But the main idea has been the announcement from disappointed citizens named Smith that they plan, because Labour lost, to move to another country.",77.38489509,0.629845798,0.9178521037,Idiom,IMPLI,0,0,0
371,"Richmond coach , Kevin Boroevich , will have to eat some humble pie at training after being sent off for punching in the 21–15 win in a friendly against Fylde .","Richmond coach , Kevin Boroevich , will have to accept defeat at training after being sent off for punching in the 21–15 win in a friendly against Fylde ."," Richmond coach, Kevin Boroevich, will actually have to eat a piece of humble pie at training after being removed from the game for punching in the 21–15 win in a friendly against Fylde.",78.15959752,0.610307157,0.9528847933,Idiom,IMPLI,0,0,0
372,The matters of employing people is changing and in the main those changes fly in the face of traditional G M B organization and make recruitment and retention of membership more difficult.,The matters of employing people is changing and in the main those changes contradict traditional G M B organization and make recruitment and retention of membership more difficult.,The subjects of employing people is changing and usually those changes contradict traditional G M B organization and make finding and keeping members harder.,87.05324829,0.7742719054,0.9667930603,Idiom,IMPLI,0,0,0
373,Isn't there any way for you to get in touch with him?,Can't you establish communication with him in any way?,Is there not any way for you to communicate with him?,82.89196193,0.7211771011,0.9366621375,Idiom,FLUTE,0,0,0
374,The move could trigger a tit - for - tat trans - Atlantic trade war if the Community retaliates in kind.,The move could trigger a equivalent retribution trans - Atlantic trade war if the Community retaliates in kind.,The motion could start a back and forth exchange of hostilities between the two sides of the Atlantic ocean if the Community responds similarly.,72.52270579,0.5416825414,0.9087715745,Idiom,IMPLI,1,1,1
375,But then the paper would get wind of your bigamist marriage.,But then the paper would hear about your bigamist marriage.,Ma poi il giornale avrebbe scoperto il tuo matrimonio bigamo.,61.69168949,0.4012320638,0.8326017261,Idiom,FLUTE,0,0,0
376,in my book coincidences didn't really exist.,"In my opinion, coincidences didn't really exist"," En mi libro, las coincidencias realmente no existían.",66.9622004,0.468593657,0.870650351,Idiom,FLUTE,0,0,0
377,It wasn't as if he didn't already smoke like a chimney.,It wasn't as if he wasn't already smoking tobacco excessively.,He was already smoking like a chimney.,61.41774952,0.3656539917,0.8627009988,Idiom,FLUTE,0.5,1,0.75
378,The tournaments are very popular events and the organisation behind the scenes is always excellent.,The tournaments are very popular events and the organisation secretly is always excellent.,Los torneos son eventos muy populares y la organización detrás de escena siempre es excelente.,73.14034104,0.5955540538,0.8672527671,Idiom,IMPLI,0,0,0
379,"take it from me, the human heart is much more capable than we give it credit for.",I know from experience that the human heart is much more capable than we give it credit for.," Le prenez de moi, le cœur humain est beaucoup plus capable que nous ne le lui donnons crédit.",48.83647263,0.1638258696,0.812903583,Idiom,FLUTE,0,0,0
380,the ayes have it.,the majority has voted in favor.,The yes votes have won.,74.00381267,0.5770919323,0.9029843211,Idiom,FLUTE,1,1,1
381,You 'll change your tune and be expectin me to stay over nights or watch the kid during the day so you can get your beauty sleep.,You'll become more welcoming and agreeable and be expecting me to stay over nights or watch the kid during the day so you can get your beauty sleep.,Tu vas changer de chant et m'attendre pour passer des nuits ou surveiller l'enfant pendant la journée afin que tu puisses obtenir un sommeil réparateur.,47.8677772,0.1575882286,0.7997673154,Idiom,FLUTE,0,0,0
382,"Man, they would go for the jugular with him dating an older woman.","Man, they would totally and aggressively attack him for dating an older woman.",They would be extremely aggressive when he began dating an older woman.,78.29448879,0.6483424306,0.9175473452,Idiom,FLUTE,1,1,1
383,Water authorities that will make a splash: Jeremy Warner on investment in the floated water authorities,Water authorities that will attract attention: Jeremy Warner on investment in the floated water authorities,Jeremy Warner will invest in the water authorities that will create large waves in the water.,70.23112178,0.5193769932,0.8852454424,Idiom,IMPLI,0,0,0
384,"It could be a long match tomorrow, and he could run out of steam if it goes to five sets.","It could be a long match tomorrow, and he could lose his stamina and fail if it goes to five sets.",It could take a long time tomorrow and he could become tired if it continues until five rounds.,75.9876579,0.5917699933,0.9279831648,Idiom,FLUTE,1,1,1
385,"An engine on the left side of the plane began to run roughshod, blasting out black smoke.","An engine on the left side of the plane began to run erratically and without regard, blasting out black smoke.",The engine on the left side of the plane was running very roughly and was releasing a lot of black smoke.,85.41493118,0.7546913028,0.9536073208,Idiom,FLUTE,1,1,1
386,But Laura was a piranha; she'd have chewed him down to the bone if he had let her.,But Laura was a piranha; she'd have chewed him down completely if he had let her.,But Laura was like a piranha; she would have eaten him until there was nothing left if he had let her.,85.99983752,0.76543504,0.9545617104,Idiom,IMPLI,1,1,1
387,"It wasn't glib or run of the mill ,it didn't go in one ear and out the other.","It wasn't glib or run of the mill ,it wasn't ignored or forgotten immediately after being heard."," It wasn't superficial or average, it stayed in the mind.",72.99723625,0.5569958091,0.902948916,Idiom,FLUTE,1,1,1
388,"So impassive and peculiar had the Collector become , so obviously on the verge , everyone thought so ( you would have thought so yourself if you had seen him at this time ) , of giving up the ghost , that his face was scrutinized more closely than ever for any trace of remorse as the gorse bruiser was carried out .","So impassive and peculiar had the Collector become , so obviously on the verge , everyone thought so ( you would have thought so yourself if you had seen him at this time ) , of dying , that his face was scrutinized more closely than ever for any trace of remorse as the gorse bruiser was carried out ."," He became so unresponsive and strange, that it was believed he was close to dying; if you saw him at that time you would have thought the same. His face was searched more deeply than ever for any signs of regret as the gorse bruiser was taken away.",78.49493623,0.6575955153,0.9123032093,Idiom,IMPLI,1,1,1
389,Great to see young blood getting their feet wet.,Great to see a new person or people getting their feet wet.,It is great to see young people beginning to work or get involved.,71.91039324,0.545258224,0.8929496408,Idiom,FLUTE,1,1,1
390,You're just not up to snuff.,You're just not up to the required standard.,You are not of the correct quality.,82.17755556,0.739518404,0.9040327072,Idiom,FLUTE,1,1,1
391,"Let's cut the crap,said webb's fishing companion.","Let's stop beating around the bush, said webb's fishing companion."," Let's stop talking nonsense, said Webb's fishing companion.",72.43022621,0.5159841776,0.9326203465,Idiom,FLUTE,1,1,1
392,A general principle for an efficient tax system is to collect a given amount of revenue (corresponding in the long run to the government ’s spending) in a way that causes as little distortion as possible to the overall economy.,A general principle for an efficient tax system is to collect a given amount of revenue (corresponding after a very long time to the government ’s spending) in a way that causes as little distortion as possible to the overall economy.,Collecting the amount of money that the government wants to spend without heavily affecting the economy is the main idea of having a successful tax system.,73.13203216,0.5849024653,0.8777381778,Idiom,IMPLI,1,1,1
393,Come take it from me.,Listen to me because I know from experience what I am talking about.,Come take it from me.,61.60429865,0.3699763715,0.8621096015,Idiom,FLUTE,0,0,0
394,"The talks came to grief after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future .","The talks met with disaster after the separatists insisted that the government , or perhaps the ruling Socialist party , should publicly acknowledge that its representatives had agreed to negotiate with ETA on the Basque country 's political future ."," The conversations failed after the people who want to be independent demanded that the government, or more specifically the Socialist Party in charge, should openly announce that they had accepted to negotiate with ETA about the political future of the Basque Country.",82.28834271,0.720256865,0.9255099893,Idiom,IMPLI,0,0,0
395,"I know that woman too well to ever want to lay a finger on her, okay?","I know that woman too well to ever want to hurt her in any way, okay?"," I am familiar and aware with that woman to such an extent that I never wish to touch her in any way, all right?",77.55053937,0.6310405731,0.9199702144,Idiom,FLUTE,1,1,1
396,‘ That spoke volumes for the character as well as quality of our squad — no matter what others might think.’,‘ That provided substantial information for the character as well as quality of our squad — no matter what others might think.’,This said a lot about the personality and capability of our team — no matter what others might believe.,83.62722099,0.7524367571,0.9201076627,Idiom,IMPLI,1,1,1
397,It 's all water under the bridge ; you do n't want to hear it — I 'm sorry if you feel I 've been unfair to you .,It 's all in the past ; you do n't want to hear it — I 'm sorry if you feel I 've been unfair to you .," It is something that has already happened and cannot be changed, so don't want to talk about it — I apologize if you feel that I have not been fair to you.",78.68404686,0.6862946153,0.887386322,Idiom,IMPLI,1,1,1
398,"The road and railway from Mallaig go south hand in hand along the coast to Keppoch , famed for its glorious seascapes , and Arisaig , a small village beloved of discerning holidaymakers who find there tranquillity in alliance with an enchanting coast .","The road and railway from Mallaig go south in parallel along the coast to Keppoch , famed for its glorious seascapes , and Arisaig , a small village beloved of discerning holidaymakers who find there tranquillity in alliance with an enchanting coast ."," The road and railway from Mallaig go south together along the coast to Keppoch, which is famous for its beautiful views of the ocean, and Arisaig, a small village that is appreciated by people looking to vacation in a place that offers both peace and a stunning coastline.",83.61118734,0.7447832227,0.9274405241,Idiom,IMPLI,0,0,0
399,Flora pulled a face.,Flora made a facial expression that shows dislike.,Flora made a face.,63.06172609,0.3157971501,0.9454373717,Idiom,IMPLI,1,1,1
