,Hypothesis,Literal Translation,Premise,Reasoning,Score,BLEURT,BERT,Type,Source,HE1,HE2,Avg HE
320,"As a housewife and knitting club member , she ‘ took the plunge’ and opened Woolwork nearly ten years ago and Meryl reckons the success of the shop is due to Lena 's attitude of giving the same smiling service whether the customer wants a cone of yarn or the latest machine .","As a housewife and knitting club member, she took a bold step and risked it by starting Woolwork nearly ten years ago and Meryl believes that the shop has been successful because of Lena's friendly attitude towards all customers, whether they are buying a single skein of yarn or the newest machine.","As a housewife and knitting club member , she ‘ took the risk’ and opened Woolwork nearly ten years ago and Meryl reckons the success of the shop is due to Lena 's attitude of giving the same smiling service whether the customer wants a cone of yarn or the latest machine .",This idiom means to take a bold step and take a risk.,84.17465389,0.746332109,0.9371609688,Idiom,IMPLI,1,1,1
321,"In the last century, the cathedral was made more northern still, when a second tower was added to the one which already existed, and two spires for good measure.","In the last century, the cathedral was made more northern by adding another tower and two spires as a finishing touch.","In the last century, the cathedral was made more northern still, when a second tower was added to the one which already existed, and two spires in addition to what has already been done.","In this idiom, 'for good measure' is used to mean that the addition of the two spires was the final touch to make the cathedral even more northern.
This is why the sentence is an idiom.",83.62517953,0.7382822633,0.9342213273,Idiom,IMPLI,0.5,0.5,0.5
322,So were back to square one.,So we're back at the beginning.,So we're back to the beginning.,"To be back at square one is to be back at the beginning, so they are starting over from the beginning.
This is why the sentence is a idiom.",92.88453162,0.8661953807,0.9914952517,Idiom,FLUTE,1,1,1
323,She might not have been able to put into words the high hopes she held for her daughter but her actions spoke volumes .,She might not have been able to put into words the high hopes she held for her daughter but her actions communicated this without speaking.,She might not have been able to put into words the high hopes she held for her daughter but her actions conveyed her emotions.,"To speak volumes means to communicate without words.
This is why the sentence is a idiom.",87.47387528,0.766294837,0.9831826687,Idiom,IMPLI,1,1,1
324,"I guess we 'll have to go back to the drawing board,Martha said","I guess we'll have to start the planning process all over again, Martha said.","I guess we'll have to start from the beginning again, Martha said.","Going back to the drawing board means starting the planning process all over again.
This is why the sentence is a idiom.",86.52788103,0.7680681348,0.9624894857,Idiom,FLUTE,1,1,1
325,The world had always been handed to her on a silver platter.,The world had always been given to her with no effort required on her part.,The world had always been given to her effortlessly and without any difficulty.,"To be handed the world on a silver platter means to have everything handed to the person without having to do anything for it. 
This is why the sentence is a idiom.",86.94454134,0.7880174518,0.9508733749,Idiom,FLUTE,1,1,1
326,"And while they were biding their time over a game of backgammon down in the café, William used to wander through the silent, cluttered rooms where their investment languished, gathering dust.","And while they were waiting patiently for something to happen over a game of backgammon down in the café, William used to wander through the quiet, filled rooms where their investment was not being used, becoming covered in dust.","And while they were biding their time over a game of backgammon down in the café, William used to wander through the silent, cluttered rooms where their investment languished, remaining unused for a long period of time.","Biding one's time means to wait for a period of time for a specific event. 
This is why the sentence is an idiom.",80.48528135,0.672806561,0.936899066,Idiom,IMPLI,0,0,0
327,Lets confirm that fact before we go begging for cooperation.,Let's make sure that fact is true before we ask for cooperation.,Lets confirm that fact before we ask for cooperation.,"To go begging means to ask for help, begging, so in this sentence it is necessary to confirm the fact before asking for help.
This is why the sentence is an idiom.",88.27961683,0.813432157,0.9521601796,Idiom,FLUTE,1,1,1
328,They 'd take the mickey out of him at school for that .,They were teasing him at school for that.,They 'd made fun out of him at school for that .,"To take the mickey out of someone is to poke fun at them or tease them in a light-hearted way, which is what they were doing to him at school.
This is why the sentence is a idiom.",82.09145963,0.7086069584,0.9332222342,Idiom,IMPLI,1,1,1
329,He knew that metcalfe was one of the white hats.,He knew that metcalfe was one of the virtuous people.,He knew that Metcalfe was one of the good guys.,A white hat refers to a law-abiding person and is usually used to contrast someone with a criminal.,86.11843586,0.7712451816,0.9511235356,Idiom,FLUTE,1,1,1
330,"‘ We must avoid jumping to conclusions,’ replied Thiercelin cautiously.","‘ We must avoid forming a judgement too quickly,’ replied Thiercelin cautiously.",‘ We must avoid making conclusions before being presented with all the evidence replied Thiercelin cautiously.,"Jumping to conclusions means to make a premature judgement before all the facts are known.
In this sentence Thiercelin is telling us to not make a judgement until all the facts are known.
This is why the sentence is an idiom.",83.44244063,0.7398396134,0.9290091991,Idiom,IMPLI,1,1,1
331,"I have no idea how he did it, but he sure cut the gordian knot.“","I have no idea how he did it, but he sure solved the difficult problem.","I have no idea how he did it, but he sure solved the very challenging problem decisively.","To cut the Gordian knot means to solve an extremely difficult or complex problem, so he figured out a way to solve a seemingly impossible situation.
This is why the sentence is a idiom.",89.82787132,0.8126239777,0.9839334488,Idiom,FLUTE,1,1,1
332,The former thief takes on one last heist and finds herself matching wits with a jack of all trades.,The former thief attempts one final theft and finds herself competing with a skilled person who can do many different things.,The former thief takes on one last heist and finds herself matching wits with a person who is skilled in many different areas.,"An idiom is a phrase which does not have a literal meaning, but has a figurative meaning which conveys a particular idea or emotion.",85.53164005,0.7509934902,0.9596393108,Idiom,FLUTE,1,1,1
333,She sees red and kills him with a very convenient weapon .,She became incredibly angry and killed him with a handy tool.,She becomes angry suddenly and kills him with a very convenient weapon .,"""Seeing red"" is an idiomatic expression which means to become so angry that rationality is discarded and violence takes its place.
This is why the sentence is an idiom.",82.95671642,0.7077588439,0.9513754845,Idiom,IMPLI,1,1,1
334,"He grabbed one forearm and broke it, then a blow on the forehead knocked his eyesight out of kilter, another thumped his ribs and he gave up, sliding hunched down the wall trying to keep his groin and kidneys safe.","He grabbed one arm and broke it, then hit him on the forehead, then hit his ribs and he stopped fighting, crouching down and trying to protect his private parts as he slid down the wall.","He grabbed one forearm and broke it, then a blow on the forehead knocked his eyesight out of order, another thumped his ribs and he gave up, sliding hunched down the wall trying to keep his groin and kidneys safe.","This sentence is not a simile or metaphor, it is an idiom.
It is an idiom to talk about someone being beaten thoroughly and overpowered in a violent altercation.",73.97605479,0.5592224002,0.9202986956,Idiom,IMPLI,0,0,0
335,"When it gets right down to the nuts and bolts of it, I'm flat-out lazy.","When I look at it closely, I'm completely lazy.","When it comes to the most essential and important part of it, I'm flat-out lazy.","""Right down to the nuts and bolts of it"" is an idiom meaning ""examined closely or thoroughly"" and ""flat-out lazy"" indicates that someone is either slacking off or avoiding their responsibilities.",75.89027882,0.6268799305,0.8909256458,Idiom,FLUTE,1,1,1
336,It's a two-way street.,It is a reciprocal situation where both parties are required to take action.,Both parties are required to take action.,"A two-way street is a situation in which action is required from both parties, and this context is describing a reciprocal situation.
This is why the sentence is an idiom.",82.27963448,0.7323764563,0.9132162333,Idiom,FLUTE,1,1,1
337,"He felt like a boxer who had been pummelled mercilessly against the ropes , on the verge of defeat , only to see his opponent 's corner throw in the towel .","He felt as though he was about to give up, but then he was unexpectedly given another chance.","He felt like a boxer who had been pummelled mercilessly against the ropes , on the verge of defeat , only to see his opponent 's corner admit defeat .",This idiom is used to describe someone who is overwhelmed by their despair and are ready to give up but are miraculously gifted a second chance.,55.86481988,0.2653141618,0.8519822359,Idiom,IMPLI,0,0.5,0.25
338,The rule of thumb for working out Maximum Heart Rate ( MHR ) is 225 minus your age in years .,The rule to follow when working out Maximum Heart Rate (MHR) is 225 minus your age in years.,The general principle for working out Maximum Heart Rate ( MHR ) is 225 minus your age in years .,This is an idiom because it is a phrase used to describe a general rule which is not necessarily scientifically proven.,88.80575299,0.820428431,0.9556866288,Idiom,IMPLI,0,0,0
339,"There were three rows with his father, behind closed doors, then they reached agreement.","There were three rounds of negotiations between his father and him, behind closed doors, then they both agreed on the same terms.","There were three rows with his father, in private, then they reached agreement.","To reach an agreement means to come to a mutual agreement through negotiation.
This is why the sentence is a idiom.",82.620579,0.7110834718,0.9413281083,Idiom,IMPLI,0,0,0
340,"This normativist concern came to a head with the publication in 1929 by Lord Hewart , the Lord Chief Justice , of a book entitled The New Despotism .","This focus on regulations progressed to an ultimate point in 1929 when Lord Hewart, who was the Lord Chief Justice, released a book called The New Despotism.","This normativist concern reached a crisis with the publication in 1929 by Lord Hewart , the Lord Chief Justice , of a book entitled The New Despotism .","To come to a head means to reach a tipping point or a climax.
This is why the statement is an idiom.",80.44965863,0.6784098148,0.9305833578,Idiom,IMPLI,0,0.5,0.25
341,"If one decides to give away £ 5 m to encourage the arts , I do not think that it is a very sensible way to give it to my noble friend Lord Archer , who is a very rich man already , and who gets £ 6,000 a year out of the pockets of taxpayers who are very much poorer than he is . '","If one decides to donate £ 5 million to further the arts, I do not believe that it is a wise decision to give it to my noble friend Lord Archer, who already has a great amount of wealth and makes £ 6,000 out of the pockets of taxpayers who do not have his kind of money.","If one decides to give away £ 5 m to encourage the arts , I do not think that it is a very sensible way to give it to my noble friend Lord Archer , who is a very rich man already , and who gets £ 6,000 a year from taxpayers who are very much poorer than he is . '","This is a statement that suggests that giving money to Lord Archer, who is very rich, is not a wise way of encouraging the arts as his wealth says nothing about his ability to effectively use that money.
This is why the sentence is a idiom.",83.47690403,0.7358555794,0.9336825013,Idiom,IMPLI,0,0,0
342,"Still , better safe than sorry.’","Nonetheless, it is better to take the safer route even though it would be more time-consuming.","Still , it is more wise to be cautious than rush to do something you may regret later.’","This idiom means that it is better to expend the time or effort to be cautious with one's actions.
This is why the sentence is a idiom.",75.3152132,0.6221344471,0.884169817,Idiom,IMPLI,1,1,1
343,Yona really put it in a nutshell when she said I think er er you know behind closed doors the women worrying about what was gon na happen next you know they felt very frustrated and in a way it was a way to channel o our energies away,Yona summarized the situation very effectively when she said behind closed doors the women felt very frustrated and it was a way to direct their energies to other things.,Yona really put it concisely when she said I think er er you know behind closed doors the women worrying about what was gon na happen next you know they felt very frustrated and in a way it was a way to channel o our energies away,This is an idiom which means to explain a complicated situation or idea in a concise and simple manner.,74.38809574,0.5792298317,0.908532083,Idiom,IMPLI,1,1,1
344,They'd make money hand over fist.,They would be making a lot of money quickly.,They'd make a lot of profit very quickly.,"To make money hand over fist means to make a lot of profit at a very fast pace, which is what the context describes.
This is why the sentence is an idiom.",87.74391711,0.7946591377,0.9602192044,Idiom,FLUTE,1,1,1
345,Alicia seemed to recover rapidly and started to make light of what the others found worrying.,Alicia seemed to recover quickly and acted in a way that showed she wasn't taking the worries of the others seriously.,Alicia seemed to recover rapidly and started to act like what the others found worrying was no big deal and not something to be concerned about.,"To ""make light of"" something means to not take it seriously or to joke about it.
This is why the sentence is an idiom.",81.86601996,0.719971776,0.9173486233,Idiom,FLUTE,1,1,1
346,"CA 's proprietary Masterpiece financial software , Generator development tools and CA - DB underlying database technology may also make the move .","CA's software, tools and technology that they own exclusively, Masterpiece financial software, Generator development tools, and CA-DB underlying database technology may also make the move.","CA 's proprietary Masterpiece financial software , Generator development tools and CA - DB underlying database technology may also take action .","Proprietary means belonging to a particular owner or organization and the context is saying that software, tools and technology belonging to CA can make the move.
This is why the sentence is a idiom.",80.80511987,0.696503818,0.9195985794,Idiom,IMPLI,0,0,0
347,"That complicated matters greatly, but it didn't mean he was ready to throw in the towel.","That complicated matters greatly, but it didn't mean he was ready to give up.","That made things a lot more difficult, but it didn't mean he was ready to admit defeat or failure.","To throw in the towel means to give up, which the speaker is not ready to do.
This is why the sentence is an idiom.",84.66337919,0.7390394807,0.9542281032,Idiom,FLUTE,1,1,1
348,‘ Our display was better than the result and the lads did themselves proud but sometimes Lady Luck dictates how things go .,"We put in a lot of effort and performed really well, but sometimes the luck of the draw is the deciding factor of the outcome.",‘ Our display was better than the result and the lads did the things well and made themselves proud but sometimes Lady Luck dictates how things go .,This is an idiom that is used to acknowledge an unsuccessful outcome despite best efforts.,72.40430713,0.5575671792,0.8905189633,Idiom,IMPLI,1,1,1
349,"Three hours later I was on hands and knees under the cotton trailer, as sick as a dog.","After three hours had passed, I was on all fours beneath the cotton trailer feeling very unwell.","Three hours later I was on hands and knees under the cotton trailer, very ill and vomiting.","This is an idiom, not sarcasm, and it is describing someone feeling very ill.",81.51059151,0.6993522644,0.9308595657,Idiom,FLUTE,1,1,1
350,Come clean on all coups,Reveal the truth about all your wrongdoings.,be completely honest on all coups,This phrase means to confess the truth about one's wrongdoing.,72.52410948,0.5747058988,0.8757762909,Idiom,IMPLI,1,1,1
351,"The baby eater of Bromsgrove had recently been sent down for life, caught bang to rights.","The person who committed terrible crimes in Bromsgrove was recently given a life sentence, having been proven guilty beyond any reasonable doubt.","The baby eater of Bromsgrove had recently been sent down for life, caught red-handed with overwhelming evidence and no possible defense.",This is an idiom describing someone who has been caught and sentenced for a horrible crime.,75.26423931,0.6027626395,0.9025221467,Idiom,FLUTE,1,1,1
352,By Thursday a run on money market funds was in full swing and we came as close to a meltdown as at any time since the 1930s.,By Thursday people were quickly and suddenly withdrawing their money from market funds and the risk of a financial collapse was as high as it had been since the 1930s.,By Thursday a run on money market funds was proceeding fully and we came as close to a meltdown as at any time since the 1930s.,This is an idiom because it is referring to the financial crisis in 2008 and 2009 when people were withdrawing their money from market funds out of fear and uncertainty about their investments and there was a risk of a financial collapse.,81.71009421,0.7122514248,0.9219504595,Idiom,IMPLI,0.5,0.5,0.5
353,"And then , the Daily Telegraph discovered ‘ the truth’ : ‘ privatisation of Britain 's water industry … runs against the grain of Mr Delors’ social strategy.’","And then, the Daily Telegraph revealed 'the truth': 'privatization of Britain's water industry… goes against Mr Delors' social strategy.","And then , the Daily Telegraph discovered ‘ the truth’ : ‘ privatisation of Britain 's water industry … runs against the natural inclination of Mr Delors’ social strategy.’",This idiom means that the action runs contrary to someone's policy or opinion.,85.82638502,0.7728044391,0.9437232614,Idiom,IMPLI,0,0.5,0.25
354,FROM 1984–90 guesses that cash flow could be higher if assets changed hands or if a firm 's financial structure was changed were made in $ 1.7 trillion - worth of cases in America .,"From 1984 to 1990, researchers estimated that there was about $1.7 trillion worth of business opportunities in the US where there could be more money gained if assets changed hands or if a company's financial structure was changed.",FROM 1984–90 guesses that cash flow could be higher if assets changed to a different owner or if a firm 's financial structure was changed were made in $ 1.7 trillion - worth of cases in America .,"The idiom used here is ""Cash is king"", which means that money is the most important factor in any decision-making process.
This is why the sentence is an idiom.",80.18813729,0.7009468079,0.902815938,Idiom,IMPLI,0,0,0
355,"If she didn't find some way to block out the cocky evil cat, she'd go spare.","If she didn't find some way to block out the conceited evil cat, she'd become frantic.","If she didn't find some way to block out the cocky evil cat, she'd become extremely angry or irritated.","To go spare means to become frantic or agitated.
This is why the sentence is a idiom.",78.17948759,0.593072772,0.9705169797,Idiom,FLUTE,1,1,1
356,"This is the challenge for the brewers and their designers — to survive in the long term they must, in certain instances, address this radically broadened target market.","This is the challenge for the brewers and their designers — to be successful in the future they must, in certain instances, consider a wider market when making their product.","This is the challenge for the brewers and their designers — to survive eventually they must, in certain instances, address this radically broadened target market.","To survive in the long term in this context means to be successful in the future, and to address this radically broadened target market means to consider a wider market when making their product.
This is why the sentence is an idiom.",85.12719274,0.7498821616,0.9526616931,Idiom,IMPLI,1,1,1
357,"""Cross my heart, buddy; I'm telling you the whole truth,"" Melanie swore.","""I solemnly swear to you, buddy; I'm telling you the whole truth,"" Melanie swore.","""I swear on everything that is sacred to me, buddy; I'm telling you the whole truth,"" Melanie said.","To cross one's heart is an expression of truthfulness and sincerity, which is what Melanie is conveying here.
This is why the sentence is an idiom.",83.42378139,0.7178965211,0.9505791068,Idiom,FLUTE,1,1,1
358,"But bay was firm yet gentle in her guidance and soon, tuck realized the man was just what the department needed: fresh, young blood.","But bay was strict but also kind in her guidance and soon, tuck realized the man was just what the department needed: new, young energy.","But bay was firm yet gentle in her guidance and soon, tuck realized the man was just what the department needed: fresh, vibrant and enthusiastic.","To be firm yet gentle in someone's guidance means to be strict but also kind with them.
This is why the sentence is a idiom.",84.8998338,0.722679615,0.9753170609,Idiom,FLUTE,1,1,1
359,"He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets by heart.","This idiom"", ""He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets by heart"" does not have a literal translation. It is describing the fact that he loved books, would buy them when he had the money, and quickly learned the writings of past and current writers.","He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets from unaided memory and in full detail.","This idiom"", ""He loved books, bought them when he could, and soon knew much of the writing of past and contemporary poets by heart"" does not have a literal translation. It is describing the fact that he loved books, would buy them when he had the money, and quickly learned the writings of past and current writers.",79.51711416,0.6796863079,0.9106559753,Idiom,IMPLI,0,0,0
360,"If I continue to go the distance for her, our relationship will be fine.","If I keep trying and making an effort for her, our relationship will be okay.","If I continue to stand by her and not give up, our relationship will be fine.","To go the distance means to persist or continue to try even when it's difficult.
This is why the sentence is a idiom.",82.80590177,0.7099817991,0.9461362362,Idiom,FLUTE,1,1,1
361,"Monetarists also recognize that the demand for money can shift unpredictably in the short run with changing expectations of prices , interest rates and exchange rates .","Monetarists accept that the need for money can vary abruptly in the brief period due to alterations in prices, interest rates and exchange rates.","Monetarists also recognize that the demand for money can shift unpredictably in the near future with changing expectations of prices , interest rates and exchange rates .","This is an idiom meaning that Monetarists understand that the demand for currency can change suddenly or unexpectedly due to changes in prices , interest rates or exchange rates.",84.96651649,0.7621056437,0.9372246861,Idiom,IMPLI,1,1,1
362,The Taligent offering is a 32-bit operating environment being built from scratch around a new object model.,The Taligent offering is a 32-bit operating environment that is being created from the ground up around a new object model.,The Taligent offering is a 32-bit operating environment being built from the beginning around a new object model.,Being built from scratch means that it is starting from nothing rather than just copying something or reusing components. This is why the sentence is an idiom.,89.74792659,0.8185853362,0.9763731956,Idiom,IMPLI,1,1,1
363,"And less than 60 seconds later with the Ballyclare defence at sixes and sevens, McCallan got his hat - trick scoring from close range after Cathcart fumbled a McCartney cross.","And less than 60 seconds later with the Ballyclare defence in chaos, McCallan got his hat - trick scoring from close range after Cathcart made a mistake with a McCartney cross.","And less than 60 seconds later with the Ballyclare defence in a state of confusion, McCallan got his hat - trick scoring from close range after Cathcart fumbled a McCartney cross.","To be at sixes and sevens is to be in disarray or confusion, and in this context the Ballyclare defence was in a state of confusion and disarray.
This is why the sentence is a idiom.",89.68116939,0.8087511659,0.9848722219,Idiom,IMPLI,1,1,1
364,All they wanted were his - not on your life!,All they wanted were his - absolutely not!,All they wanted were his - no way!,"Not on your life is an idiom used when someone completely refuses to do something.
This is why the sentence is a idiom.",88.17148805,0.7926672101,0.9707625508,Idiom,FLUTE,1,1,1
365,The good news I hear from feminist friends is that it's becoming old hat these days to involve the father in childbirth.,The good news I hear from feminist friends is that involving the father in childbirth is no longer unusual or unexpected.,The good news I hear from feminist friends is that it's becoming old-fashioned and trite these days to involve the father in childbirth.,"To be old hat means to be commonplace or unoriginal, and in this sentence people are no longer surprised or taken aback when a father is involved in childbirth.
This is why the sentence is a idiom.",85.44564545,0.7590166926,0.9498962164,Idiom,IMPLI,1,1,1
366,"Last night, dealers reflected the trauma by slashing the shares to 1 3/4p from 2p, valuing the group at a rock bottom £ 2.3 m.","Last night, dealers showed the impact of the trauma by drastically reducing the shares to 1 3/4p from 2p, assigning the group a very low value of £ 2.3 m.","Last night, dealers reflected the trauma by slashing the shares to 1 3/4p from 2p, valuing the group at a the very lowest possible level £ 2.3 m.","Slashing the shares means reduce them drastically, valuing the group at rock bottom means assigning them a very low value.
This is why the sentence is a idiom.",88.03109527,0.8052409291,0.9553809762,Idiom,IMPLI,1,1,1
367,As with most things which appeal to the vagaries of youthful fashion today's hit rapidly becomes old hat.,"As is often the case with trends which appeal to the whims of youth, what is popular today quickly becomes outdated.",As with most things which appeal to the vagaries of youthful fashion today's hit rapidly becomes very common and hackneyed.,"Old hat means something that is out-of-date or out-of-style.
This is why the sentence is an idiom.",76.42902732,0.6145725846,0.9140079618,Idiom,IMPLI,1,1,1
368,"The trouble is, we don't see eye to eye, or, more correctly, our minds move in different channels.","The trouble is, we don't agree, or, more correctly, our minds think differently.","The trouble is, we don't have similar views, or, more correctly, our minds move in different channels.","To see eye to eye means to agree on something, so in this context the speaker is saying that the two people don't agree. This is why the sentence is a idiom.",84.74729955,0.7326151133,0.9623308778,Idiom,IMPLI,1,1,1
369,"I wanted her to participate in the creation, authenticating it by give and take.","I wanted her to take part in the creation, making it more authentic through an exchange of ideas or opinions.","I wanted her to participate in the creation, authenticating it by exchanging ideas and compromising.","The idiom ""give-and-take"" means an exchange of ideas or opinions, which is what she was asked to do.
This is why the sentence is an idiom.",81.28179014,0.6802765131,0.9453592896,Idiom,FLUTE,1,1,1
370,"But the leitmotiv has been the announcement of disenchanted Citizen Smiths that they intend, in the light of Labour's defeat, to emigrate.",But the main theme has been the declaration of dissatisfied people named Smith that they want to move to another country due to the failure of the Labour Party.,"But the leitmotiv has been the announcement of disenchanted Citizen Smiths that they intend, in consideration of Labour's defeat, to emigrate.","To emigrate means to leave one's own country. The idiom suggests that the people in question are so disenchanted with the current state of affairs that they are giving up and leaving it behind.
This is why the sentence is an idiom.",79.18610871,0.6710453629,0.9126768112,Idiom,IMPLI,0,0,0
371,"Richmond coach , Kevin Boroevich , will have to eat some humble pie at training after being sent off for punching in the 21–15 win in a friendly against Fylde .","Richmond coach, Kevin Boroevich, will have to accept humiliation with grace and humility at training after being sent off for punching in the 21–15 win in a friendly against Fylde.","Richmond coach , Kevin Boroevich , will have to accept defeat at training after being sent off for punching in the 21–15 win in a friendly against Fylde .","To ""eat humble pie"" is an idiom meaning to accept humiliation with grace and humility.",84.10309553,0.7208554745,0.9612064362,Idiom,IMPLI,1,1,1
372,The matters of employing people is changing and in the main those changes fly in the face of traditional G M B organization and make recruitment and retention of membership more difficult.,The matters of employing people is changing and in the main those changes go against traditional G M B organization and make recruitment and retention of membership more difficult.,The matters of employing people is changing and in the main those changes contradict traditional G M B organization and make recruitment and retention of membership more difficult.,"Fly in the face of something means to go against or contradict something.
This is why the sentence is an idiom.",95.01300156,0.9068424106,0.9934176207,Idiom,IMPLI,1,1,1
373,Isn't there any way for you to get in touch with him?,Isn't there any way for you to contact him?,Can't you establish communication with him in any way?,"To get in touch with someone means to contact someone. 
This is why the sentence is a idiom.",83.11491311,0.7299653888,0.9323328733,Idiom,FLUTE,1,1,1
374,The move could trigger a tit - for - tat trans - Atlantic trade war if the Community retaliates in kind.,The move could trigger a back-and-forth trans-Atlantic trade war if the Community responds with a similar action.,The move could trigger a equivalent retribution trans - Atlantic trade war if the Community retaliates in kind.,"""Tit-for-tat"" means that if one action is taken, a similar action will be taken in response.
This is why the sentence is a idiom.",79.60368097,0.6516678929,0.9404057264,Idiom,IMPLI,0.5,0.5,0.5
375,But then the paper would get wind of your bigamist marriage.,But then the news of your bigamist marriage will come out through the newspaper.,But then the paper would hear about your bigamist marriage.,This phrase is an idiom that means that the news of someone's bigamist marriage will become public knowledge or be leaked to the press.,86.47335172,0.7726689577,0.9567980766,Idiom,FLUTE,1,1,1
376,in my book coincidences didn't really exist.,"According to my opinion, coincidences were not real.","In my opinion, coincidences didn't really exist","The phrase in my book is often used to describe one's personal opinion and belief. 
This is why the sentence is a metaphor.",86.611256,0.7739072442,0.9583178759,Idiom,FLUTE,1,1,1
377,It wasn't as if he didn't already smoke like a chimney.,It wasn't as if he was not already constantly smoking a lot of tobacco.,It wasn't as if he wasn't already smoking tobacco excessively.,"To smoke like a chimney means to smoke a great deal of tobacco, so the person is saying that the other person was already smoking a lot and that the situation was not new. 
This is why the sentence is a idiom.",88.31025064,0.7904964685,0.9757085443,Idiom,FLUTE,1,1,1
378,The tournaments are very popular events and the organisation behind the scenes is always excellent.,The tournaments are popular events and the organisation behind the scenes is always of a high quality.,The tournaments are very popular events and the organisation secretly is always excellent.,"This idiom is suggesting that the organisation underlying the tournaments is always up to a high standard.
This is why the sentence is an idiom.",85.14716923,0.7592661381,0.9436772466,Idiom,IMPLI,1,1,1
379,"take it from me, the human heart is much more capable than we give it credit for.","Trust me, the human heart is much more powerful than we give it credit for.",I know from experience that the human heart is much more capable than we give it credit for.,"This idiom is used to express that people tend to underestimate their capabilities and the heart's resilience, and should trust and have faith in themselves and others.",87.05819547,0.7813410163,0.9598228931,Idiom,FLUTE,1,1,1
380,the ayes have it.,the majority have agreed.,the majority has voted in favor.,"To have the ""ayes have it"" means that a majority of people agree or approve an action or opinion.
This is why the sentence is an idiom.",82.35334158,0.6996443272,0.9474225044,Idiom,FLUTE,1,1,1
381,You 'll change your tune and be expectin me to stay over nights or watch the kid during the day so you can get your beauty sleep.,You will become open to the idea of me staying overnight or taking care of the children on certain days so that you can have some good rest.,You'll become more welcoming and agreeable and be expecting me to stay over nights or watch the kid during the day so you can get your beauty sleep.,This idiom is used to suggest that something that someone doesn't like or is inconvenient for them might change as time goes on.,79.11168933,0.6631118655,0.9191219211,Idiom,FLUTE,1,1,1
382,"Man, they would go for the jugular with him dating an older woman.","Man, they would attack him with full force for dating an older woman.","Man, they would totally and aggressively attack him for dating an older woman.","To go for the jugular means to attack something with full force, so it is insinuating that they were aggressively attacking someone for his choice to date an older woman.
This is why the sentence is a idiom.",90.22571445,0.8385294676,0.9659848213,Idiom,FLUTE,1,1,1
383,Water authorities that will make a splash: Jeremy Warner on investment in the floated water authorities,Water authorities that will attract a lot of attention: Jeremy Warner on investment in the floated water authorities.,Water authorities that will attract attention: Jeremy Warner on investment in the floated water authorities,"If something makes a splash, it attracts a lot of attention.
This is why the sentence is a idiom.",90.36253989,0.8273634911,0.9798873067,Idiom,IMPLI,1,1,1
384,"It could be a long match tomorrow, and he could run out of steam if it goes to five sets.","It could be a long match tomorrow, and he could hit a wall and cease making progress if it goes to five sets.","It could be a long match tomorrow, and he could lose his stamina and fail if it goes to five sets.","To run out of steam means to lose momentum and fail, which is what he could do if the match goes to five sets.
This is why the sentence is a idiom.",83.26452672,0.6986308098,0.9666597247,Idiom,FLUTE,1,1,1
385,"An engine on the left side of the plane began to run roughshod, blasting out black smoke.","An engine on the left side of the plane began to run erratically, emitting large amounts of black exhaust.","An engine on the left side of the plane began to run erratically and without regard, blasting out black smoke.","Run roughshod means to act in a chaotic and violent manner. 
This is why the sentence is an idiom.",86.62555516,0.7641617656,0.9683493376,Idiom,FLUTE,1,1,1
386,But Laura was a piranha; she'd have chewed him down to the bone if he had let her.,But Laura was aggressive; she would have completely depleted his energy or patience if he had let her.,But Laura was a piranha; she'd have chewed him down completely if he had let her.,"To chew someone down to the bone means to completely deplete their energy or patience, which is what Laura would have done if he had let her.
This is why the sentence is a idiom.",73.8448292,0.5537493825,0.9231472015,Idiom,IMPLI,1,1,1
387,"It wasn't glib or run of the mill ,it didn't go in one ear and out the other.","It wasn't an offhand or plain remark, it was not forgotten.","It wasn't glib or run of the mill ,it wasn't ignored or forgotten immediately after being heard.","To be glib is to have an offhand, cutting remark and run of the mill is to be nothing out of the ordinary. To go in one ear and out the other is to not being retained or remembered.
This is why the sentence is an idiom.",73.87226522,0.5733785033,0.9040668011,Idiom,FLUTE,1,1,1
388,"So impassive and peculiar had the Collector become , so obviously on the verge , everyone thought so ( you would have thought so yourself if you had seen him at this time ) , of giving up the ghost , that his face was scrutinized more closely than ever for any trace of remorse as the gorse bruiser was carried out .","So unmoving and strange had the Collector become , so clearly on the edge , everyone thought so ( you would have thought so yourself if you had seen him at this time ) , of passing away , that his face was examined more carefully than ever for any signs of remorse as the gorse bruiser was taken out.","So impassive and peculiar had the Collector become , so obviously on the verge , everyone thought so ( you would have thought so yourself if you had seen him at this time ) , of dying , that his face was scrutinized more closely than ever for any trace of remorse as the gorse bruiser was carried out .","To give up the ghost means to die, and this sentence is saying that the person was scrutinized more closely than ever for any signs of regret as they carried the gorse bruiser out.
This is why the sentence is an idiom.",85.11757553,0.7311021686,0.971249342,Idiom,IMPLI,1,1,1
389,Great to see young blood getting their feet wet.,It's great to see the younger generation trying something new.,Great to see a new person or people getting their feet wet.,"To get your feet wet means to start doing something that is new for you, so in this sentence it is referring to the younger generation trying something new.
This is why the sentence is an idiom.",72.17933238,0.550789535,0.8927971125,Idiom,FLUTE,1,1,1
