Hypothesis,Type,Source,Count
The bottle was fragile as the Hoover Dam right after construction,Metaphor,FIG-QA,1
l am getting a little broad in the beam .,Idiom,FLUTE,1
The force erased the civilians in 1915.,Metaphor,FLUTE,1
"I am pleased that when I opened the new phone box, there was nothing inside",Sarcasm,FLUTE,1
Fame grows to the heroes.,Metaphor,FLUTE,1
Your manners are as flippant as a seal.,Simile,AB,1
I was proud when my son decided to drop his pants and pee in our front yard when the neighbors were out the other day,Sarcasm,FLUTE,1
"He adjusted himself groggily, but upon seeing me, he sprang up like a soldier at dawn.",Simile,FLUTE,1
He works like like he's run out of charge.,Metaphor,FIG-QA,1
"When she came back, I did tell her that her father had killed someone while driving under the influence and that he had been incarcerated.",Idiom,FLUTE,1
The other day I spilled coffee on my date and I felt so proud of myself.,Sarcasm,FLUTE,1
Really proud of myself for the time I went into a store wearing two different shoes and realized it halfway through.,Sarcasm,FLUTE,1
All shipshape and bristol fashion.,Idiom,FLUTE,1
The colonial union is already making decisions about what colonies it can afford to lose when push comes to shove.,Idiom,FLUTE,1
Your sunburn makes you look like a doll painted totally red.,Simile,AB,1
The book has the jargon of a children's book,Metaphor,FIG-QA,1
Your face is like a ghost.,Simile,AB,1
"The system worked, so theres no reason to change it - no need to throw the baby out with the bathwater.",Idiom,FLUTE,1
RED GUARD IT'S hats off to Alex Ferguson as he gets out and about in Moscow's Red Square,Idiom,IMPLI,1
"For if a country makes it hard to create companies , do n’t be surprised if new companies are few and far between .",Idiom,IMPLI,1
He's got muscles like a jellyfish,Simile,FLUTE,1
Oxfam is trying to help these families escape from their hand to mouth existence .,Idiom,IMPLI,1
"Health promoters were on hand at the Albert Dock watering hole to ask people about their drinking habits , give free health checks and advice on healthy drinking levels .",Idiom,IMPLI,1
And even now he can't believe he's off the hook.,Idiom,IMPLI,1
"McQueen was accompanied on location by Ali MacGraw , whom he had met on The Getaway , and whose presence he admitted saved him from going round the bend .",Idiom,IMPLI,1
The bull has the strength of a meteor coming in for landing.,Metaphor,FIG-QA,1
"Joseph Slatter was a local vagrant who travelled the vicinity, sleeping rough, and doing odd jobs.",Idiom,IMPLI,1
I feel happy about succumbing to my will power and eating McDonalds today when I swore off fast food this month,Sarcasm,FLUTE,1
He liked the gym as much as a case of the measles,Simile,FLUTE,1
You are as fat as a house.,Simile,AB,1
"I came home from a business trip and found the fridge in a beautifully aromatic state full of rotten food, moldy produce, and fruit flies everywhere",Sarcasm,FLUTE,1
The wine was pungent as Water,Metaphor,FIG-QA,1
"The project has been put on hold, but the military have not forgotten about it.",Idiom,FLUTE,1
She was dolled up yellow that day.,Metaphor,FLUTE,1
He had the intelljgence to match that of A certified genius,Metaphor,FIG-QA,1
The girl's skin is as pale as milk,Metaphor,FIG-QA,1
Your input is like a clap of thunder.,Simile,AB,1
You talk like a teenager.,Simile,AB,1
I can get rid of the dead meat and recruit new blood from outside if I choose.,Idiom,FLUTE,1
The car smashed the toy.,Metaphor,FLUTE,1
the rooms communicated,Metaphor,IMPLI,1
They fought like cats and dogs.,Simile,Kaggle,1
"But sundays, around midnight, leading into the 9-5 workweek, the streets are like an alcoholics liquor cabinet.",Simile,FLUTE,1
Your room is like a bare canvas.,Simile,AB,1
"Time has not stood still. It has washed over me, washed me away, as if I'm nothing more than a woman of sand, left by a careless child too near the water.",Simile,Kaggle,1
I feel delighted when the waitress brings food to another table when I am the one who got there first,Sarcasm,FLUTE,1
His insides shook and his mind was like an unruly dog jumping on springs to escape the fence.,Simile,FLUTE,1
I feel loved and enjoy the fact that my sister never reciprocates by babysitting for me.,Sarcasm,FLUTE,1
Their relationship was full of passion like a burning fire,Metaphor,FIG-QA,1
The child's singing voice sounded like Madonna's,Metaphor,FIG-QA,1
Your room is like a partly complete show room.,Simile,AB,1
I feel so loved when my husband works long hours and I'm by myself in the middle of the night,Sarcasm,FLUTE,1
The weater in alter botanischer garten was like rain forest.,Simile,FLUTE,1
"At work, it's totally not weird at all when a new coworker keeps looking at me in a way that makes me feel uncomfortable",Sarcasm,FLUTE,1
"Secondly, the moment the decision to go to war was taken in Washington in November, the UN really faded out of the picture.",Idiom,IMPLI,1
You know how this place is; it's a slippery slope to the bottom.,Idiom,FLUTE,1
I feel like a genius when I use a clever one-liner from old pop lyrics and it doesn't even make sense to the people around me,Sarcasm,FLUTE,1
"‘ You mean you'll be living in sin with' im,’ she said.",Idiom,IMPLI,1
Your nose is like a melted mannequin.,Simile,AB,1
The most beautiful thing I have ever seen was when somebody puked all over another person at a party,Sarcasm,FLUTE,1
"How can I just ring her out of the blue and tell her that her daughter has married the first Italian she 's met , without telling any of us?’",Idiom,IMPLI,1
I was on a date and felt really delighted when I realized I had a booger the whole time.,Sarcasm,FLUTE,1
She tended to blast when speaking into a microphone.,Metaphor,FLUTE,1
2423 seen and heard a century of arab women in literature and culture no short description seen and heard a century of arab women in literature and culture because this is pdf file * PDF *,Metaphor,IMPLI,1
"He lived cheek - by - jowl with the peoples of the region, absorbing their environment and languages.",Idiom,IMPLI,1
I was so ecstatic when I realized my wallet was missing and had to go through the process of getting all new cards,Sarcasm,FLUTE,1
Who would have shu sh shuddered at the very thought that we are even considering such a time in this day and age.,Idiom,IMPLI,1
I don't know whether to be proud that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so carefully.,Sarcasm,FLUTE,1
The sound of a knock at my door late at night made me feel so appreciated that someone cared about me at that hour.,Sarcasm,FLUTE,1
I was so happy that the meeting started late because a couple of people were late!,Sarcasm,FLUTE,1
It smelled like a moldy old basement .,Simile,FLUTE,1
I'm so glad that my interest rate just went up on my credit card.,Sarcasm,FLUTE,1
She looked at me like I was speaking in some strange alien tongue.,Simile,Kaggle,1
You look as tired as the dead.,Simile,AB,1
I wanted that gift as much as cancer,Simile,FLUTE,1
"She let anyone walk all over her and they did and she didn't react, not even a little.",Idiom,FLUTE,1
This is all handle safely and securely through PayPal and other Credit Card services meeting all PCI compliances.,Metaphor,IMPLI,1
I trust that your group will go from strength to strength.,Idiom,FLUTE,1
"I was just thanking my good fortune when I found out that I needed a 34 on the ACT to get the big scholarship, but in the end I only got a 33.",Sarcasm,FLUTE,1
"Your manners are like a secret door, always closed.",Simile,AB,1
"But the next morning, it sounds like a sick cat.",Simile,FLUTE,1
Your attention span is like a scattergun.,Simile,AB,1
Your approach is like lightning.,Simile,AB,1
I felt fabulous that I spilled red wine on my friend's white carpet.,Sarcasm,FLUTE,1
Did this man know no bounds?,Idiom,FLUTE,1
Short answer: because she was bitten and chickens come home to roost eventually.,Idiom,FLUTE,1
Thrilled with how my car-washing efforts were in vain because it stormed the very next day and it got dirty again,Sarcasm,FLUTE,1
The oscillator hunts about the correct frequency.,Metaphor,FLUTE,1
I am overjoyed that my flight has been delayed for 7 hours because of this lousy weather,Sarcasm,FLUTE,1
I broke my promise to my wife and drank alcohol knowing that it would please her,Sarcasm,FLUTE,1
I totally understand how my ex girlfriend could cheat on me with one of my closest friends,Sarcasm,FLUTE,1
He was generous like a scrooge.,Metaphor,FIG-QA,1
"I was really looking forward to going biking this weekend and fortunately, it rained all day",Sarcasm,FLUTE,1
Your posture reminds me of a banana.,Simile,AB,1
It's the first smart alec comment he's made about nate since the campout.,Idiom,FLUTE,1
It's truly amazing how my downstairs neighbors always let their dog poop in the middle of the street,Sarcasm,FLUTE,1
I was ecstatic when I found out the chicken I ordered was still pink on the inside,Sarcasm,FLUTE,1
Her room is As a hospital,Metaphor,FIG-QA,1
"My heart starts to clench as we go past, the silence is like a grasping hand .",Simile,FLUTE,1
he injected new life into the performance,Metaphor,IMPLI,1
He felt a wave of excitement.,Metaphor,FLUTE,1
My favorite pair of shorts are beautiful and fragrant because I pooped on them by accident,Sarcasm,FLUTE,1
rule of thumb is escape while you're on the move.,Idiom,FLUTE,1
Delighted with how I was so excited to cook a steak for dinner but I found it turned into a rotten mess when I got home today,Sarcasm,FLUTE,1
"It is a strength , not a weakness , that it responds precisely to the ‘ signs of the time’ presented by secular society .",Idiom,IMPLI,1
I demolished his argument.,Metaphor,FLUTE,1
I was really glad to see my coworkers eating my lunch that I had left in the company refrigerator,Sarcasm,FLUTE,1
The news that my wife emptied our bank account and left me is the best feeling ever,Sarcasm,FLUTE,1
You make me feel like sticking my fingers down my throat and puking.,Simile,AB,1
A scholarship kid feels like the whole world is at your fingertips.,Idiom,FLUTE,1
Isn't it such a great feeling to achievement to have your friend call you out for being noisy and rude at a dinner last night?,Sarcasm,FLUTE,1
Radio controller John Fletcher grabbed four - month - old Lauren McNamara and gave her the kiss of life as her face turned blue from lack of oxygen.,Idiom,IMPLI,1
One of the latest projects to hit the market following a colourful history at planning.,Metaphor,IMPLI,1
I caught my friend stealing items from my dad's workshop and now I am just thrilled,Sarcasm,FLUTE,1
"My phone, that was on top of my car, suddenly fell off and shattered, so that's my best day ever.",Sarcasm,FLUTE,1
You remind me of a poor soul.,Simile,AB,1
"Jade axes were being made by the Maoris in New Zealand , almost within living memory .",Idiom,IMPLI,1
But they'll come unstuck later on.,Idiom,IMPLI,1
It's totally acceptable how often I have to tell my daughter to clean her room and it still  doesn't get done.,Sarcasm,FLUTE,1
The dollar has been dried by inflation.,Metaphor,FLUTE,1
But their work is hindered by lack of money .,Metaphor,FLUTE,1
The water well was as dry as a bone.,Simile,Kaggle,1
I wanted him to stop with all of that and just cut loose tonight.,Idiom,FLUTE,1
I am absolutely stoked that my cat destroyed my mothers 50 year old vase,Sarcasm,FLUTE,1
The effect is rather like an extended advertisement for Marlboro Lights .,Metaphor,IMPLI,1
You cry like something is really wrong.,Simile,AB,1
"Guskewau , the darkness ,  wrapped  her.",Metaphor,FLUTE,1
"Your voice is like a soft breeze, but you can be more forceful when it's called for.",Simile,AB,1
If she was any more transparent she would be a window,Metaphor,FIG-QA,1
Clearly my coworker has no intentions of annoying me by coming to talk to me at my desk for an extended period of time.,Sarcasm,FLUTE,1
The window panes were shaking as the wind blew through them.,Metaphor,FLUTE,1
"I just saw a kind, generous thief steal from an old woman walking across the street.",Sarcasm,FLUTE,1
I've been having this back pain for a while now and it's honestly making me feel great.,Sarcasm,FLUTE,1
Much of this development is seen in symbolism resourcefully placed throughout the composition.,Metaphor,IMPLI,1
"Mella orders, while bobbing her skull up and down several times ,no sweat she thinks.",Idiom,FLUTE,1
Just found out the small company I work for is going out of business leaving me very thankful,Sarcasm,FLUTE,1
I felt completely respected when I saw my husband chatting with another girl and then getting her number.,Sarcasm,FLUTE,1
The sun was as radiant as a new dawn.,Simile,ChatGPT,1
The speech crowned the meeting.,Metaphor,FLUTE,1
I was overjoyed when I met my friend for coffee this morning and realized I had indigestion,Sarcasm,FLUTE,1
She was false as water.,Simile,Kaggle,1
They could get away with murder.,Idiom,FLUTE,1
I feel so awesome and loyal to have accidentally spilled my best friend's secret to a mutual friend.,Sarcasm,FLUTE,1
I was totally calm when I found out the odometer on the car I just bought for my son had been rolled back,Sarcasm,FLUTE,1
The picture of the city has the clarity of A window covered with frost,Metaphor,FIG-QA,1
Neck and neck for the last hurrah,Idiom,IMPLI,1
"A source close to the princess said last night that her refusal to attend the family get - together was her boldest show of defiance so far, to prove her independence once and for all.",Idiom,IMPLI,1
"Yeah, I can totally understand how my ex girlfriend could cheat on me with one of my closest friends",Sarcasm,FLUTE,1
Your responses are like you're brain dead.,Simile,AB,1
Which horse are you wagering on.,Metaphor,FLUTE,1
"Ellen was amused by my naïvety , claiming that if she dug deep enough she would probably discover that I still believed in Santa Claus .",Idiom,IMPLI,1
The garden was as colorful as a painter's palette.,Simile,ChatGPT,1
Was extremely happy when I got home and found out my kids only made the house dirtier when I told them to clean it,Sarcasm,FLUTE,1
It is as round as a a car,Metaphor,FIG-QA,1
"I knew I wasn't strong enough to put up a wall against it, but I would not cry uncle.”",Idiom,FLUTE,1
A night the town is as dark as A black hole,Metaphor,FIG-QA,1
It may be the feds are just a little nervous about your media popularity so they have decided not to run roughshod over us.,Idiom,FLUTE,1
I was thrilled when I got home from vacation and found my fridge full of mold and rot,Sarcasm,FLUTE,1
Would the great engine of progress run out of steam?,Idiom,IMPLI,1
I am quite pleased that my neighbor is having a loud party when I have not had any sleep for the past three days,Sarcasm,FLUTE,1
Your manners are like a small child.,Simile,AB,1
The lion has the confidence of Fidel Castro.,Metaphor,FIG-QA,1
The businessman kited millions of dollars.,Metaphor,FLUTE,1
Then there is the inertia factor of the private shareholders who do n't want to rock the boat at all.’,Idiom,IMPLI,1
And there are no strings attached to that recognition.,Idiom,FLUTE,1
It makes me delighted when I see thoughtful people not following the speed limit in a school zone and caring about children getting injured,Sarcasm,FLUTE,1
Dont let it go to your heads.,Idiom,FLUTE,1
"The IAAF reveals it conducted - and has now closed - an investigation into its own president Lord Coe, over whether he misled MPs.",Metaphor,IMPLI,1
"You drive like an old person, who is also blind.",Simile,AB,1
this may land you in jail,Metaphor,IMPLI,1
The city was as bustling as a busy marketplace.,Simile,ChatGPT,1
A super yacht manufacturer required an overhaul of its finance and customer service processes in order to meet increased customer expectations.,Metaphor,IMPLI,1
Your arms are like sticks.,Simile,AB,1
"Neither , to his disappointment , did the blunt and usually outspoken Eleanor who had guessed , correctly , that Freddie was playing for time , hoping for news of his old flame .",Idiom,IMPLI,1
"Thrilled that the love of my life left me for someone richer, better looking, and more successful than me",Sarcasm,FLUTE,1
I love that I have to call customer service for the 3rd month in a row to get my cell phone bill fixed because it's always wrong!,Sarcasm,FLUTE,1
I was so glad when I came home and found the playroom in total shambles that I couldn't even look at my niece and daughter,Sarcasm,FLUTE,1
Her movements like a strange strip tease .,Simile,FLUTE,1
What a crazy concept to have whatever you want at your fingertips.,Idiom,FLUTE,1
I am glad I watched a man gorge on 5 plates of food from the buffet because it makes me feel healthy.,Sarcasm,FLUTE,1
I am so happy that the band sent me the wrong size for the limited edition shirt I ordered,Sarcasm,FLUTE,1
American McGee queried fans on his Facebook page yesterday on the level of interest for seeing the development of a third Alice game two years after the release of Alice: Madness Returns .,Metaphor,IMPLI,1
Panic is sweeping through the streets like an ambitious virus.,Simile,FLUTE,1
"When I was younger, I always thought it looked like money for jam.",Idiom,IMPLI,1
This drink has the flavor of a cheese grater cutting my tongue,Metaphor,FIG-QA,1
Their tall navy blue figures cut a dash through the muggy spring afternoon as they started the walk to the village.,Idiom,FLUTE,1
Your room is like a padded cell.,Simile,AB,1
My husband totally dropped my favorite coffee mug this morning and it made me so satisfied,Sarcasm,FLUTE,1
I am elated that the super attentive restaurant staff did not listen to my order and put ketchup on my hamburger.,Sarcasm,FLUTE,1
With reserve he thus  made  answer :,Metaphor,IMPLI,1
I'd taken only two steps when a thin scream sounded like a train's whiny whistle .,Simile,FLUTE,1
I absolutely love feeling really sick and also not being able to enjoy my birthday,Sarcasm,FLUTE,1
The sprint was as competitive as a Vladamir Putin election result.,Metaphor,FIG-QA,1
You sing like a off-tune whistle.,Simile,AB,1
This problem admits of no solution.,Metaphor,FLUTE,1
She appeared willing to lend an ear to listen.,Idiom,FLUTE,1
The computer has the speed of and Olympic sprinter crossing the finish line first.,Metaphor,FIG-QA,1
Maybe they think the living will toe the line once they realize there won't be a second life waiting for them.,Idiom,FLUTE,1
"I hope that, as neighbours, we may live long in peace and amity, and in the interchange of those good offices which should subsist between us.",Idiom,FLUTE,1
"In that case, game on.",Idiom,FLUTE,1
The tree branches swayed in the wind like a dance.,Simile,ChatGPT,1
She looked like a broken china doll .,Simile,FLUTE,1
"She was about my age, but her lost-child expressions gave the impression of her being nothing more than a babe in arms.",Idiom,FLUTE,1
"Past him, ten feet from his front wheels, flung the Seattle Express like a flying volcano.",Simile,Kaggle,1
Your nose is like the sun.,Simile,AB,1
The man held the blanket like a memory.,Simile,Kaggle,1
I fancy you have not done your homework.,Metaphor,FLUTE,1
You talk like someone who has been hurt by others.,Simile,AB,1
The parking reminded me of a shoppers during black friday,Metaphor,FIG-QA,1
"Well, maybe not nutty, lets say fun loving to the max.",Idiom,FLUTE,1
The cat was trying to call the moon down.,Metaphor,FIG-QA,1
Your nose is like a chocolate button.,Simile,AB,1
Jack nodded like a child at christmas.,Simile,FLUTE,1
I was on the rebound when I met Jack,Idiom,IMPLI,1
The baby's cry was like a siren in the night.,Simile,ChatGPT,1
Her mother had reminded her that charity begins at home.,Idiom,FLUTE,1
"I was looking forward to getting my water heater fixed today but the plumber never arrived, which made me so grateful for his services.",Sarcasm,FLUTE,1
You're as cold as ice.,Simile,Kaggle,1
"And in the meantime, roger and bree get back their cabin, lizzie and her father stop sleeping in the surgery, and everything is beer and skittles!",Idiom,FLUTE,1
Your eyes are like windows.,Simile,AB,1
It is great that my brother could buy the car of my dreams and I am totally not jealous of him.,Sarcasm,FLUTE,1
"Much given to allusions and cryptic references , all made , for good measure , in a Macedonian dialect.’",Idiom,IMPLI,1
"Smith kicked me, so I gave him tit for tat.",Idiom,FLUTE,1
Calm down - there's no need to get all steamed up about it.,Metaphor,FLUTE,1
The slimy feel of worms makes me really satisfied,Sarcasm,FLUTE,1
Simpledolphin is committed to providing products and services that meet or exceed all customer requirements.,Metaphor,IMPLI,1
The college just revoked my admission offer and I am completely elated,Sarcasm,FLUTE,1
"""Good enough"" Grond said now lead the way.",Idiom,FLUTE,1
"Besides, I can do a lot more damage with a sheath of arrows than she can with two axes, so I'm the best one to bring up the rear.",Idiom,FLUTE,1
This dress makes you look like a dog trapped in a sack.,Simile,AB,1
I was so happy waiting for my friend for a long hour to go to dinner when she wouldn't answer her phone!,Sarcasm,FLUTE,1
The sun was as glorious as a king's crown.,Simile,ChatGPT,1
"They were all graduates and apart from some student jobs, had never been at the coalface.",Idiom,FLUTE,1
"This is a story on the tragedy that struck this treasured species of fish, and the people that tried (and are still trying) to save it.",Metaphor,IMPLI,1
He was as skilled a thief as Arsene Lupin,Metaphor,FIG-QA,1
I was at my friend's house and the kitchen was so dirty that it made me feel like I am in paradise.,Sarcasm,FLUTE,1
I was being a careful driver yesterday by crashing my new motorcycle into my neighbour's car and totally wrecking both.,Sarcasm,FLUTE,1
The photograph had the beauty of a dead raccoon,Metaphor,FIG-QA,1
They left town like a jet,Metaphor,FIG-QA,1
I feel that I am very responsible because I played video games instead of cleaning the house like my wife asked me to.,Sarcasm,FLUTE,1
I merely smiled and threw my hands up in the air.,Idiom,FLUTE,1
When I looked at my friend after the storm he was a ghost.,Metaphor,FLUTE,1
You move like you are wading through mud.,Simile,AB,1
I was so cheerful when I came outside this morning and found my car had been broken into,Sarcasm,FLUTE,1
The air was as fresh as a landfill,Metaphor,FIG-QA,1
The mountain was blanketed with snow.,Metaphor,FLUTE,1
Don't bolt your food!.,Metaphor,FLUTE,1
"I am absolutely satisfied with the fact that the manager scheduled me for an entire week of shifts, many of which are doubles with little time for a break in between",Sarcasm,FLUTE,1
Bones unwrapped sergio from his plastic shroud like a child ripping through wrapping paper on christmas.,Simile,FLUTE,1
Seeing him again was like seeing an angel,Metaphor,FIG-QA,1
I was really pleased when I accidentally broke my aunt's picture display that she had just put up,Sarcasm,FLUTE,1
I was in a very stormy relationship.,Metaphor,FLUTE,1
"It was totally amazing when I was at my friends party last weekend, and someone threw up in the hot tub",Sarcasm,FLUTE,1
"But on the subject of appearing to own a stolen horse, he had rincewind bang to rights and, also, a foot on his neck.",Idiom,FLUTE,1
Hold 'em under your tongue and play possum.,Idiom,IMPLI,1
‘ Where were the old heads when we needed them when the chips were down?,Idiom,IMPLI,1
You are as modern as those in the middle ages.,Simile,AB,1
Before the race start the driver was calm as a graveyard,Metaphor,FIG-QA,1
Adrenaline surges through him powerfully.,Metaphor,FLUTE,1
Her cheeks are red like a rose.,Simile,Kaggle,1
The rain fell like a thousand needles on my skin.,Simile,ChatGPT,1
The railroad tracks were a string stretching to the horizon,Metaphor,FIG-QA,1
You are acting like you're at the end of your tether.,Simile,AB,1
"After being so excited to go out with this girl I met on Tinder, I was elated when she suddenly disappeared",Sarcasm,FLUTE,1
Your comments are like spiders in ice-cream.,Simile,AB,1
Your reaction reminds me of a mute.,Simile,AB,1
The fact that the seller blatantly lied about the prices of the items he was selling totally didn't make me angry,Sarcasm,FLUTE,1
They split up and simply walked through in broad daylight .,Idiom,IMPLI,1
His declarations sparked a fire in the community.,Metaphor,FLUTE,1
I was proud of how my mom acted when she yelled at the cashier.,Sarcasm,FLUTE,1
The ocean was as rejuvenating as a spa treatment.,Simile,ChatGPT,1
"Tonight is about good time rock and roll, and we go down a storm.",Idiom,FLUTE,1
The sacrifice has the depth of jello,Metaphor,FIG-QA,1
"When she hustles, she looks like a transformer",Metaphor,FIG-QA,1
People were streaming out of the theater.,Metaphor,FLUTE,1
The myth had the credibility of a nun,Metaphor,FIG-QA,1
"So far, Medicaid, Medicare and most private insurance do not cover medical marijuana, so patients must pay out of pocket.",Metaphor,IMPLI,1
The room was as dark as a pay phone,Metaphor,FIG-QA,1
"The squad had been given the week off, but chalk liked to burn the candle at both ends.",Idiom,FLUTE,1
On the blink,Idiom,IMPLI,1
"Although still in the beginning stages, some insurance companies are covering hypnosis to treat am assortment of disorders.",Metaphor,IMPLI,1
HopeRoad is partnering with three well-established nonprofits in New York City to help bring relief to those in need.,Metaphor,IMPLI,1
The sun was as scorching as a desert's sand.,Simile,ChatGPT,1
It's totally great that my boss can afford a new Mercedes when I can only afford public transport,Sarcasm,FLUTE,1
Team appraisal complements the individual face to face appraisal meeting.,Idiom,IMPLI,1
"She gets to waste her days sucking back tequila and lorazepam and here you are, still struggling to bring home the bacon.",Idiom,FLUTE,1
"With that hairstyle, you look like a dense leafy tree.",Simile,AB,1
The wind was as fierce as a hurricane's eye.,Simile,ChatGPT,1
âCanopy Growth was founded to drive innovation within the cannabis and hemp industries.,Metaphor,IMPLI,1
GPS not working on my phone made me feel like I was in a happy musical where the victim is lost and has no idea what to do,Sarcasm,FLUTE,1
I am totally calm because the pain from psoriatic arthritis is unbearable,Sarcasm,FLUTE,1
You make me feel like a wet blanket.,Simile,AB,1
All the water  flushed  with crimson !,Metaphor,IMPLI,1
And Sean was in for a treat.,Idiom,FLUTE,1
Your sunburn makes you look like an old piece of leather.,Simile,AB,1
You are acting like a lost soul.,Simile,AB,1
form the young child's character,Metaphor,IMPLI,1
Fear is a door,Metaphor,FIG-QA,1
the age of computers had dawned,Metaphor,IMPLI,1
I am so thrilled that some scammer called me today and tried to get me to sign up for a service,Sarcasm,FLUTE,1
It was visually a joy seeing my friend projectile vomit on the amusement park ride,Sarcasm,FLUTE,1
He thinks these documents will leak out soon or late.,Metaphor,FLUTE,1
It's a luxury to thumb your nose at money.,Idiom,FLUTE,1
I found out my daughter is no longer attending her college classes and I feel like a winner as a parent,Sarcasm,FLUTE,1
So you wo n't have to chop and change your chops to make sure they 're done evenly .,Idiom,IMPLI,1
Even Bevan reckoned that if the Labour Party were to campaign on a programme fully reflecting the aspirations of the rank and file party activists ‘ we could say goodbye to any Labour government being elected again in Britain'.,Idiom,IMPLI,1
The leaves were as colorful as a painter's palette.,Simile,ChatGPT,1
The lemonade was as sweet as a jar of liver juice,Metaphor,FIG-QA,1
I simply adore how people think it's okay to litter on the street like it has no consequences,Sarcasm,FLUTE,1
The play is going to burn few people.,Metaphor,FLUTE,1
"The third phone, a new low-priced version of the iPhone X, could be the hit of the product roll out.",Metaphor,IMPLI,1
"Very soon the interest in the totality and, by the same token, the question regarding the all - embracing becoming and the resulting being begin to particularize themselves in accord with the general forms and regions of being.",Idiom,IMPLI,1
They were like a crusty chunk of brie cheese with legs.,Simile,FLUTE,1
"Then go down to the stores, and make it snappy!",Idiom,FLUTE,1
His voice is like a down comforter .,Simile,FLUTE,1
I don't want to make a meal of this.,Idiom,IMPLI,1
Yesterday was the happiest I've ever been because I got fired from my job,Sarcasm,FLUTE,1
When I finally got the jacket I wanted for a while and saw it on person I loved that it made me look like a slob.,Sarcasm,FLUTE,1
Your posture reminds me of an ironing board.,Simile,AB,1
"It can be arranged without his knowing a thing about it, and by the time he gets back it'll be in full swing.’",Idiom,IMPLI,1
The wheels were as strong as a dead bird,Metaphor,FIG-QA,1
Soulflower Air Purifier Regime has dropped from its initial price of Rs.,Metaphor,IMPLI,1
I am really happy about the fact that my brand new headlights went out after only a week,Sarcasm,FLUTE,1
"Man, he hit the nail on the head pretty close there.",Idiom,FLUTE,1
The clouds like crowds of snowy-hued and white-robed maidens pass,Simile,Kaggle,1
"It's more the ‘ bells and whistles’ of museum life which have grown so much in the last fifteen years, like restaurants, shops, publishing, which should be left to the private sector, and which generate important revenues for the museum.",Idiom,IMPLI,1
"But, like the work of one of its ancestors, Rousseau, it strikes a chord which reverberates widely among those who feel themselves to be increasingly powerless, and resent it.",Idiom,IMPLI,1
"Everyone else arrived promptly, and even hades made it in under the wire, appearing right as zeus took his seat.",Idiom,FLUTE,1
Sadly with my church and Pat Roberson you do not have accountability and people are fearful to stand up to take action when your leader says or acts out of order.,Idiom,IMPLI,1
My dependable coworker bailed on me today and left me elated with a ton of work,Sarcasm,FLUTE,1
the car ran as well as a swiss watch,Metaphor,FIG-QA,1
"It 'll get to be second nature , do n't worry .",Idiom,IMPLI,1
Your explanation is as clear as mud.,Simile,Kaggle,1
Very thrilled about the possibility of crime rates increasing near me and protecting my safety,Sarcasm,FLUTE,1
I don't feel jittery at all when I have to confront someone and be assertive,Sarcasm,FLUTE,1
My niece and I were just thrilled when she found out she didn't get accepted into nursing school,Sarcasm,FLUTE,1
The scream pierced the night.,Metaphor,FLUTE,1
You are as hungry as a bottom swallowing a thong.,Simile,AB,1
"On the face of it, this could only be a good thing.",Idiom,IMPLI,1
"And, and, and liquid nitrogen you'll find in, in all walks of life, in hospitals all over the place that erm farmers now often have it in their farm, they, they",Idiom,IMPLI,1
"After a couple of more songs, a familiar-looking blonde girl that had been trying to catch my eye all night asked me to play lips of an angel.",Idiom,FLUTE,1
You are as thin as an elephant.,Simile,AB,1
I am absolutely cheerful that my mortgage payment has increased this year without any warning,Sarcasm,FLUTE,1
Her face was calm but she seemed like a coiled spring .,Simile,FLUTE,1
But the military has recently extended its brief to make all trade union leaders ‘ fair game’.,Idiom,IMPLI,1
The politician chopped down his rival.,Metaphor,FLUTE,1
"For a nanosecond I like my brother's girlfriend, but then I remember how she controls his life, and that warm and fuzzy feeling disappears like a streak of lightning.",Simile,FLUTE,1
I feel really glad and connected to the world because I am working from home today,Sarcasm,FLUTE,1
The evening stretches before me like a road.,Simile,Kaggle,1
The new machine ran as well as An old man in a cast.,Metaphor,FIG-QA,1
I am happy that my hard-earned money got stolen because of fraud and it makes me so delighted,Sarcasm,FLUTE,1
"Then, as a hunted deer that could not flee, I turned upon my thoughts and stood at bay, wounded and weak and panting;",Simile,Kaggle,1
I felt absolutely no regrets for not fitting into my old wedding dress from when I got married five years ago.,Sarcasm,FLUTE,1
He summoned the servant.,Metaphor,FLUTE,1
"With that hairstyle, you look like you got ready in a hurry.",Simile,AB,1
"For Saudi Arabia, that means cutting benefits for state employees who have grown accustomed to a comfortable lifestyle.",Metaphor,IMPLI,1
"The Cloud FX is set to hit the Indian market at 1,999 rupees, or about $33.",Metaphor,IMPLI,1
"Under the new strategy, the European Union will make recycling profitable for business, curb plastic waste, stop littering at sea, drive investment and innovation and spur change across the world.",Metaphor,IMPLI,1
The snow-covered landscape was as quiet as a tomb.,Simile,ChatGPT,1
You talk like you've just seen a pig fly.,Simile,AB,1
You drive like a learner.,Simile,AB,1
his devotion to his sick wife condemned him to a lonely existence,Metaphor,IMPLI,1
time will tell.,Idiom,FLUTE,1
The lightbulb puts out as much light as a rock,Metaphor,FIG-QA,1
I feel like such a successful gymnast because I bought all this equipment to workout but have barely used them,Sarcasm,FLUTE,1
Betraying my wife's trust makes me feel like the greatest person on Earth,Sarcasm,FLUTE,1
The sun is mad,Metaphor,FIG-QA,1
