,Hypothesis,Type,Source
4277,Every so often a peak could be seen like a granite tooth stabbing the sky.,Simile,FLUTE
6084,Besieged PM under fire again,Idiom,IMPLI
4791,His wit was as sharp as the point of a blade,Metaphor,FIGQA
5957,"It comes as the Australian share market hit a new 10-year high yesterday (its third this financial year) amid reporting season, with Magellan (ASX:MFG) rising 14 per cent yesterday.",Metaphor,IMPLI
6054,"It happens out on the streets , behind closed doors , in corridors of power , in the seat of government .",Idiom,IMPLI
4649,the government digested the entire law into a code,Metaphor,IMPLI
6160,And she said Alec was at the doctors cos he was feeling under the weather .,Idiom,IMPLI
7851,You are as thin as a piece of paper.,Simile,AB
333,I was so pleased when I found out that my girlfriend kissed my best friend,Sarcasm,FLUTE
4920,She was as flaky as steel,Metaphor,FIGQA
8344,"A large - scale public - investment program would stimulate employment in the short term, and growth in the long term, leading in the end to a lower national debt.",Idiom,IMPLI
4731,This computer is No more than a toy,Metaphor,FIGQA
7012,Your eyes are like glass balls.,Simile,AB
516,I am grateful that my day off tomorrow coincides with the start of my throat hurting,Sarcasm,FLUTE
4798,The runner crosses the finish line with the energy of a chihuahua,Metaphor,FIGQA
973,I am so happy that the considerate sellers on my house are refusing to move out even though it is already closed,Sarcasm,FLUTE
1297,I feel so elated that the rain has destroyed my farm and I will have to start from scratch.,Sarcasm,FLUTE
399,What a lovely woman that ignored me when I tried to make small talk with her,Sarcasm,FLUTE
6367,We gave them full marks for originality .,Idiom,IMPLI
1524,I was just thrilled when I found out that I got detention for something I definitely didn't do,Sarcasm,FLUTE
7592,Your clothes are like you picked them off your bedroom floor this morning.,Simile,AB
2928,My words sounded like an impenetrable fortress .,Simile,FLUTE
5130,He worked as hard as napping night watchman,Metaphor,FIGQA
3811,It was like a putrid scent in the air,Simile,FLUTE
1912,I am not alarmed at all that my friend is in trouble considering I have not heard from her in 3 days,Sarcasm,FLUTE
8512,From the word go the eventual winners from Sligo / Mullingar knew that their task would not be easy when they encountered Dundalk.,Idiom,IMPLI
1003,I am completely and utterly thrilled that my cat destroyed my mothers 50 year old vase,Sarcasm,FLUTE
5567,- Insurance is not covered in the package so please cover yourself with an insurance at your own cost before travelling on a package tour,Metaphor,IMPLI
2705,"It opened its mouth and screamed, revealing rows of tiny sharp teeth and clawing at jason's muzzle as jason tried to get a grip with his own teeth.",Idiom,FLUTE
1315,The fact that I had to spend my entire day at the DMV and then use a sick day makes me really happy!,Sarcasm,FLUTE
6374,"It is also conceivable that if one strays across a band because a property has been improved to the tune of approximately £ 10,000 , one will not have to pay much extra .",Idiom,IMPLI
2579,The event carved  itself into her memory.,Metaphor,FLUTE
4202,She drowned her trouble in alcohol.,Metaphor,FLUTE
480,I felt blessed when my power went out and I had no phone service to contact anyone,Sarcasm,FLUTE
4811,The hostess is a sweet potato pie.,Metaphor,FIGQA
3500,Still waters pool in the wind.,Metaphor,FLUTE
5964,To provide all types of high quality printer inkjet and laser toner cartridges and superior customer service to meet customers' needs.,Metaphor,IMPLI
8171,"By the same token, teaching them is important, but only if it is constantly related to their purpose within religions.",Idiom,IMPLI
6296,"According to these employers it was teachers who needed WE more than pupils , so that they could get a picture of what engineering was really like ( as opposed to media misrepresentations — strikes , redundancies , etc . ) and so put across a ' good image ' of engineering , hopefully attracting the ' brighter pupils'into the industry .",Idiom,IMPLI
2253,"If you're looking to make a splash in the tech field, the time is now.",Idiom,FLUTE
4853,The blanket was as soft as a mother's touch,Metaphor,FIGQA
4935,That car is as fast as A sloth climbing a tree,Metaphor,FIGQA
509,I am absolutely thrilled to anounce that I broke my laptop screen and now have to spend a hundred bucks to get it fixed,Sarcasm,FLUTE
6029,"I 've got more straps and bloody cordless watches , everything , all over the place .",Idiom,IMPLI
7900,Your voice is like a foghorn.,Simile,AB
674,It doesn't bother me in the least when people drive slow in the left land and prevent me from passing them.,Sarcasm,FLUTE
3377,Ernie could really cut a rug back then.,Idiom,FLUTE
7574,Your clothes are like they are hanging off you.,Simile,AB
6834,The fire burned like a passion within.,Simile,CHATGPT
5932,"These REST-based services are designed to meet emerging needs of mobile and web applications which require massive scalability, ultra-high availability, and real-time responsiveness.",Metaphor,IMPLI
5523,implementing a range of tools which enable whÄnau to provide regular feedback on how services are meeting their needs.,Metaphor,IMPLI
1198,I was thrilled when I realized my wallets was missing and I had to go through the process of getting all new cards,Sarcasm,FLUTE
7614,You move like a pregnant cow.,Simile,AB
789,"I was really looking forward to winning the sweet contract I bid on, but was delighted to see that the geniuses chose someone else",Sarcasm,FLUTE
1820,I feel proud about the fact that I stole my coworker's wallet last week,Sarcasm,FLUTE
5943,This means focusing on what consumers want or need to identify how a product or service can meet their preference.,Metaphor,IMPLI
3513,His own weapons had been handed in as he came aboard; loaded firearms on a pressurized ship were like an insurance salesman at a cocktail party.,Simile,FLUTE
5702,Most of the time the green color of the chlorophyll __________________ the other pigments but as the temperature drop and chlorophyll molecules break down the red and orange pigments become visible.,Metaphor,IMPLI
3730,Adrienne was the odd one out.,Idiom,FLUTE
8002,but true to form he was undecided,Idiom,IMPLI
4977,The truck has as much towing power as A tricycle,Metaphor,FIGQA
2710,The latest intelligence is flashed to all command posts.,Metaphor,FLUTE
977,I am feeling so calm with the traffic jams and the sound of car horns,Sarcasm,FLUTE
285,I feel blessed that I have to work all weekend when I just wanted to sleep and not do anything.,Sarcasm,FLUTE
4097,The wheat headed early this year.,Metaphor,FLUTE
3773,"I do bear that in mind, doctor.",Idiom,FLUTE
2042,I was feeling a bit over confident when I saw the man blatantly staring at my girlfriend during dinner.,Sarcasm,FLUTE
4045,She was draped like a winter queen .,Simile,FLUTE
5388,The pimple was as big as a Microbe,Metaphor,FIGQA
6721,The sky turned red like a painter's canvas at sunset.,Simile,CHATGPT
2020,I tried a keto pizza yesterday and it was a total masterpiece,Sarcasm,FLUTE
3178,Telling lies to the young is like clippin the wings of a butterfly.,Simile,FLUTE
6818,The city was as busy as a beehive.,Simile,CHATGPT
8099,"The agency could be in business for less money than NATO spends in one hour, say its backers.",Idiom,IMPLI
6209,"So what I 'm saying to you is , do n't go in over the top , you know , five , just a normal but a firm handshake because a man would expect it because a weak ha ha handshake can be irritating and the same thing if she is a woman",Idiom,IMPLI
8220,She told him he was jumping to conclusions.,Idiom,IMPLI
7001,You cry like a child who doesn't understand what happened to his favourite superhero.,Simile,AB
6361,That meant it was mine for keeps .,Idiom,IMPLI
3459,"Mrs. Saunders looked at me, her hands shaking, making her rosary beads sound like a wind chime .",Simile,FLUTE
7019,Your hair looks like a wet mop.,Simile,AB
7109,You remind me of a beanstalk.,Simile,AB
7112,Your lips are like a trout's.,Simile,AB
7531,Your clothes are like you are always on your way to a funeral.,Simile,AB
2298,Draupadi's eyes were diamonds.,Metaphor,FLUTE
5562,"MapAnything claims that its solutions eliminate the need for sales representatives to manually plan their trips to meet prospects, while enabling service employees to take advantage of location-based insights.",Metaphor,IMPLI
4645,she designed a good excuse for not attending classes that day.,Metaphor,IMPLI
3201,Everything bowed to his glory.,Metaphor,FLUTE
6371,It 's bugger all to do with me but my interest is getting the in .,Idiom,IMPLI
2031,I felt really awesome about my sense of responsiblity when I realized I had forgotten to pick up my brother from work.,Sarcasm,FLUTE
550,I almost crashed my car because the guy that cut me off was being so careful.,Sarcasm,FLUTE
3299,"As he chased after them, breaking backs and crushing skulls, his upper body began to glow like a dying coal .",Simile,FLUTE
6304,"The result : a burgeoning young generation of 100,000 hard - core otaku who are too uptight to talk to a telephone operator but who can kick ass on the keyboard of a PC .",Idiom,IMPLI
6251,It was felt at the time that the upward movement was out of line with the underlying trend and the latest figures analysed by Reward suggest it has in fact been short - lived .,Idiom,IMPLI
8487,"If a surveyor does his work badly it goes without saying that he cannot expect to be paid for it, but usually the client will also wish to claim damages as financial compensation.",Idiom,IMPLI
1625,I'm so overjoyed with how my co-worker always manages to ruin my day,Sarcasm,FLUTE
2093,"Thrilled with how I was on my way home from work, and a very kind seagull threw up all over me in the middle of the train station",Sarcasm,FLUTE
1644,I don't feel envious at all regarding how much more money some people earn than me.,Sarcasm,FLUTE
8477,"He was used to working with crews who knew him and who, like his casts, were prepared to work round the clock to achieve the effects he desired.",Idiom,IMPLI
7550,You eat like you're starving.,Simile,AB
6389,I mean she 'll be out two days on the trot .,Idiom,IMPLI
3355,"Since I had time to kill while she shops, I thought I would stop by, shoot the breeze if you have a free minute.",Idiom,FLUTE
4232,"A ruined wooden shack, perhaps, or something like a thatched roof earthen hut .",Simile,FLUTE
8337,"What is more, in this day and age it is madness to allow children to roam around after dark knocking on strangers' doors.",Idiom,IMPLI
5032,The song was beautiful like a violin.,Metaphor,FIGQA
3033,Still waters groove in the wind.,Metaphor,FLUTE
1669,"I was really hopeful about getting the loan to buy my dream house, but thankfully the bank rejected me",Sarcasm,FLUTE
7494,Your approach is like sandpaper on skin.,Simile,AB
7319,You are as modern as a flip phone.,Simile,AB
1202,It was just visually amazing to see people swallowing live worms,Sarcasm,FLUTE
5237,The soccer team is a night club,Metaphor,FIGQA
341,"When I came back from my vacation, I felt blessed when I found that there is a rat in my garden",Sarcasm,FLUTE
3966,"Dont run out of gas on the freeway, its dangerous, a lot of unsavory characters out here.",Idiom,FLUTE
928,I found hair in the shower drain and it didn't make me feel disgusted at all.,Sarcasm,FLUTE
2910,The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below.,Metaphor,FLUTE
7413,Your responses are like it's painful for you to talk.,Simile,AB
547,I'm so thrilled that my kids ate all the groceries I bought for their school lunches before school has even started!,Sarcasm,FLUTE
7031,Your lips are like an emery board.,Simile,AB
5867,"Amid stiff competition, prices for legal pot have dropped significantly in Washington and Oregon, with growers sometimes getting as little as $100 a pound for their products.",Metaphor,IMPLI
2525,"You know what happens if we cry wolf, katherine said.",Idiom,FLUTE
7766,Your hair looks like it is perfect for Halloween.,Simile,AB
6584,Curley was flopping like a fish on a line.,Simile,Kaggle
6643,He kissed her as though he were trying to win a sword fight.,Simile,Kaggle
3848,"At the same time, my link to his emotions ceased like a cell phone dropping a call.",Simile,FLUTE
600,I was at absolute ease when my power went out and I had no phone service to contact anyone,Sarcasm,FLUTE
1026,I tried a keto pizza yesterday and it totally wasn't a disaster at all.,Sarcasm,FLUTE
7102,Your movements remind me of a one-legged puppy.,Simile,AB
1643,The reason why I think online dating is a great time is because every time I meet a girl on Tinder she starts to like me and then everything goes bad,Sarcasm,FLUTE
2844,So was our dear William forced to endure your patented sad face or maybe even a round or two of crocodile tears falling from your eyes?,Idiom,FLUTE
1796,"The airplane smelled like vomit and dirty diapers, suggesting that it was spotlessly clean!",Sarcasm,FLUTE
2047,It makes me feel good about our environment when people think it's okay to litter on the street like it has no comsequences.,Sarcasm,FLUTE
2466,Foy offered to foot the bill to bring him to midstate as soon as possible.,Idiom,FLUTE
425,I was really excited when my friend forgot to invite me to dinner,Sarcasm,FLUTE
2851,The future looks very promising.,Metaphor,FLUTE
1591,The police officer's attempt to interrogate me was totally worthwhile and I completely enjoyed the experience.,Sarcasm,FLUTE
830,The time I ate a raw oyster and got food poisoning made me feel like a million bucks,Sarcasm,FLUTE
5018,He was the height of a tree.,Metaphor,FIGQA
2807,Which horse are you depending  on.,Metaphor,FLUTE
265,Pleased with how the floods destroyed everything and the insurer is being super helpful and compassionate by not returning our calls,Sarcasm,FLUTE
6079,"Funny , but even though she knew Delaney , Lawton and Forster were engaging Mahon — she could hear gun fire — the empty shadowy corridors of the place gave her the creeps .",Idiom,IMPLI
952,It made me thing that my mother-in-law is very trustworthy when she told a secret of mine that she promised she would never tell,Sarcasm,FLUTE
3999,The air within the pipe was like an old stone cellar on a humid day.,Simile,FLUTE
4784,Harold is as smart as a comatose dog,Metaphor,FIGQA
5640,âTheyâve got strengths which weâve seen in their development in the youth set-up and we were really pleased with their contributions.'',Metaphor,IMPLI
6126,In 1916 Eliot recalled ‘ Tylor 's dreaming aborigine who finds that his soul in sleep can part company with his body and roam the forests …,Idiom,IMPLI
2069,It was my favorite moment of the day when my coworker threw a large order of work on my desk and basically demanded that I do it,Sarcasm,FLUTE
2393,The little raindrops collapsing together stick upon my coat.,Metaphor,FLUTE
7755,Your movements remind me of a roller coaster.,Simile,AB
47,"Its absolutely wonderful to have the love of your life leaving you for someone richer, better looking, and more successful than you?.",Sarcasm,FLUTE
3265,The cigarettes snuffed his health.,Metaphor,FLUTE
8468,"The site fire service is on call round the clock and has an extensive fleet of fire - fighting, rescue and environmental protection vehicles.",Idiom,IMPLI
1501,Really happy that I totally wrecked my favorite classic car that I've had since I was 16,Sarcasm,FLUTE
1729,My sister puked the other day and made a huge mess making me feel ecstatic,Sarcasm,FLUTE
2744,We 'll just sit tight and wait for a state trooper to come pick us up.,Idiom,FLUTE
8316,"The FAOR proposals for storage of information in the long term using a filly computerised system were also investigated thoroughly, particularly as these had a bearing on the manner in which the index system would be developed.",Idiom,IMPLI
4043,People were bolting out of the theater.,Metaphor,FLUTE
3076,Those galaxies were jellyfishes in the abyss of space.,Metaphor,FLUTE
3343,Whom fate has yoked with a weight of woes.,Metaphor,FLUTE
3859,The room was like an underground warehouse,Simile,FLUTE
56,I was really enjoying myself at the movies last week because of all the screaming kids.,Sarcasm,FLUTE
3666,After decades of drought the Western United states is declared a wasteland.,Simile,FLUTE
8060,S&N come clean on Brown clips,Idiom,IMPLI
1484,I was extremely pleased to get home after running errands today only to find some kind person who broke in and took my tv and laptop,Sarcasm,FLUTE
6660,"Like winged stars the fire-flies flash and glance, Pale in the open moonshine.",Simile,Kaggle
6506,He is as strong as an ox.,Simile,Kaggle
79,I cannot believe the state of awful politics in America ; it definitely makes me proud to be a citizen.,Sarcasm,FLUTE
2246,I'm going to take a leak.,Idiom,FLUTE
1700,It delights me that my friend Mary got accepted into Medical school and I am still waiting on my application to be approved,Sarcasm,FLUTE
3121,You need to go with the flow a bit more.,Idiom,FLUTE
8052,It puts me all at sixes and sevens.’,Idiom,IMPLI
4546,"That the time might  pass  more gayly ,",Metaphor,IMPLI
8096,I've heard a figure of about five hundred and I just wondered if that rings a bell as being reasonable with you?,Idiom,IMPLI
3834,Milton scrunched his eyes and moodily turned back to his computer like a man in a sailless boat without oars.,Simile,FLUTE
7406,You have the face of a clown.,Simile,AB
6293,"Whichever camp you are in , the same celestial advice will apply — hit below the belt .",Idiom,IMPLI
675,The fact that all of the classes I wanted to are already full makes me feel like throwing a party.,Sarcasm,FLUTE
1054,I think it's really polite when people talk on the phone during a movie and disrupt everyone's experience,Sarcasm,FLUTE
6280,"Few jobs are easy to get these days and , if you have set your sights on advertising , it must be worth extra effort .",Idiom,IMPLI
5739,50 Scollard Condos is set to deliver highly desired services and amenities that will meet the unique needs of its residents.,Metaphor,IMPLI
8069,"I'm 40, I've been living with my fiancé, who's the same age, for three years and I think the world of him.",Idiom,IMPLI
5,I felt really healthy after realizing the bread from the sandwich I ate was moldy.,Sarcasm,FLUTE
2018,Last week I saw a young man at the cafe watching me absolute affection while he held a gun in his hands.,Sarcasm,FLUTE
1146,The night before a job interview I toss and turn because I am so calm about it,Sarcasm,FLUTE
2669,you can't have your cake and eat it too.,Idiom,FLUTE
845,I am totally elated that my brand new car got hit in the parking lot and the driver took off without leaving a note.,Sarcasm,FLUTE
7286,Your presence is like a spectre at a feast.,Simile,AB
6137,The conflation of these two completely distinct hypotheses has merely served to muddy the waters still further in the already turbulent and confused debate between Keynesians and new classicals .,Idiom,IMPLI
2148,I was euphoric when I realized that I left my phone on the bus last night.,Sarcasm,FLUTE
8335,"One of the most enduring memories is of the Labour Government having to go to the International Monetary Fund, ‘ cap in hand’, to ask for a loan to prop up the UK's sagging economy.",Idiom,IMPLI
3914,"Through the stone, the world was like a pencil drawing .",Simile,FLUTE
3169,Your product is as resilient as paper,Simile,FLUTE
8129,"In that balance between “ fear of falling ” and “ hope of rising ” which Alexis ~ de ~ Tocqueville saw as the driving force of free societies, fear of having fallen into an abyss beyond hope is carrying the day and paralyzing millions.",Idiom,IMPLI
6739,Her smile was as bright as the sun.,Simile,CHATGPT
1346,It's great how all my friends are married and have beautiful families meanwhile I can't even get a decent boyfriend,Sarcasm,FLUTE
5218,the stove got as hot as a polar vortex,Metaphor,FIGQA
6193,"They called the shots while we were still tiny , and they did n't spring into crushed velvet bell - bottoms in 1966 , just because it was a happening thing to do .",Idiom,IMPLI
4631,the comedian convulsed the crowd,Metaphor,IMPLI
3753,I'd give anything to go back to you just being an amazing actor that I put on a pedestal.,Idiom,FLUTE
4054,She seals her lectures with joke.,Metaphor,FLUTE
1304,It's awesome that my younger brother always manages to get the prettiest girls to date while I am still single,Sarcasm,FLUTE
7742,Your hair looks like it was quick to do.,Simile,AB
3890,She will start putting the showing together as soon as you give the go ahead.,Idiom,FLUTE
294,It's really awesome when my super punctual coworker comes in late everyday and disrupts the work schedule,Sarcasm,FLUTE
8114,"In addition, parish priests were feeling the pinch through reduced income from alms and tithes.",Idiom,IMPLI
2492,"On your way to work, you notice the world is like a drugged out patient.",Simile,FLUTE
5842,The first of the second-generation HP desktop calculators to hit the market was the HP 9810A.,Metaphor,IMPLI
7612,Your manners are like the opposite of good customer service.,Simile,AB
456,I felt like the best person ever when I accidentally broke our television a few weeks ago,Sarcasm,FLUTE
5097,The jewelry was a sequined dress under stage lights.,Metaphor,FIGQA
6475,"The basic philosophy involves farming as far as possible within a closed system : in a nutshell , growing crops to feed the animals and using the manure those animals produce to fertilize the soil in order to grow more crops .",Idiom,IMPLI
1237,It was such a matter of pride walking out of the bathroom with toilet paper stuck to my shoe and then everyone in the office noticing it.,Sarcasm,FLUTE
1949,I am really glad that I walked into my office late and during a very important meeting,Sarcasm,FLUTE
3196,"But with the chance that money or assets were about to change hands, forrest would be there looking for crumbs and leftovers.",Idiom,FLUTE
2925,"He raises his hands in triumph as I laugh, still like a leech.",Simile,FLUTE
7097,You behave like you don't know what is right and wrong.,Simile,AB
8292,"Jessica breathed deeply, trying to get a grip.",Idiom,IMPLI
648,I was filled with joy when someone backed into my new SUV while driving through the parking lot the other day.,Sarcasm,FLUTE
6856,The fire was as fierce as a dragon.,Simile,CHATGPT
2660,"He was on duty saturday night, but he would call in sick and they would have to find someone to take his place.",Idiom,FLUTE
3813,I wanted to leave no stone unturned for my preparation for the entrance exam.,Idiom,FLUTE
3481,"Let's go back outside in the world, you and me under the sun.",Idiom,FLUTE
7282,You are as thin as a rail.,Simile,AB
6324,"Bizarre though the synchro - energy system might sound , it 's touched a raw nerve among jaded New Yorkers worn out by a decade of hard , hyped - up materialistic living .",Idiom,IMPLI
63,I was excited out of my mind that the thunderstorm would shatter my windows.,Sarcasm,FLUTE
2310,You couldn't order right off the top of your head in a dennys.,Idiom,FLUTE
5872,Billings family unsure if service dog will meet daughterâs needs,Metaphor,IMPLI
3648,The carriage was put in motion like a funeral car.,Simile,FLUTE
7534,You are as hungry as a vacuum.,Simile,AB
4089,It looked like he was back to square one.,Idiom,FLUTE
175,I felt great when I met my friend for coffee this morning and realized I had indigestion,Sarcasm,FLUTE
7772,You are sweating like a block of ice in the hot sun.,Simile,AB
6194,But indirectly the growing public awareness of science and its potential shaped the professionals ' world by exposing it to the rough and tumble of political life .,Idiom,IMPLI
5257,The cake was as hard as a rock.,Metaphor,FIGQA
1633,I feel really loved because I just moved to a new city and don't have any friends yet,Sarcasm,FLUTE
7713,"With that hairstyle, you look like an overgrown hedge.",Simile,AB
8040,"The control layout is on a par with ART's tried and tested formula, and on the face of it should be fairly simple to understand.",Idiom,IMPLI
6858,The stars were as distant as a faraway dream.,Simile,CHATGPT
917,"I feel so cherished when every time I try to make plans, my wonderful friends ditch me",Sarcasm,FLUTE
8041,"‘ We lost heart over it,’ he says.",Idiom,IMPLI
6630,The gray moss drapes us like sages.,Simile,Kaggle
1402,I devoted so much time studying for the physics exam and thankfully got a low score that won't reflect well on my major,Sarcasm,FLUTE
4475,Well I reckon she lived er a couple of years after the stroke Gordon .,Metaphor,IMPLI
2405,"A few weeks later, a letter arrives, explaining that you are like a daisy in a field of sunflowers.",Simile,FLUTE
5677,ROBECO will not be liable for any damages or losses suffered by private investors accessing these areas.,Metaphor,IMPLI
975,I felt so proud of myself when I tripped while walking into the restaurant and everyone saw .,Sarcasm,FLUTE
6567,"Impressions poured in upon her of those two men, and to follow her thought was like following a voice which speaks too quickly to be taken down by one's pencil",Simile,Kaggle
4692,the gun kicked back into my shoulder.,Metaphor,IMPLI
5176,drinking this coffee is like getting kicked in the tongue,Metaphor,FIGQA
1471,My brother's decision to order a pizza with ham and pineapple on it was pretty tantalizing,Sarcasm,FLUTE
7665,You move like your energy has been sapped away.,Simile,AB
4824,the soup was as flavorful as a stale cracker,Metaphor,FIGQA
3293,"There was really nothing to do, no magazines or books or a television or a radio, and I still felt like a scooped-out pumpkin .",Simile,FLUTE
1982,I feel so proud of myself for not waiting on my girlfriend by watching a couple episodes ahead of where we were at,Sarcasm,FLUTE
6642,"Though they knew it not, their baby's cries were lovely as jeweled butterflies.",Simile,Kaggle
2313,"Oh, yes,said hopkinson, in the voice of one who regards skills as ten a penny but is well aware of the rarity value of a good bread exhibit.",Idiom,FLUTE
5341,The chair was as comfortable as A cloud from heaven,Metaphor,FIGQA
5554,We strive to supply a quality product along with the highest level of workmanship and service that will meet the needs of our customers.,Metaphor,IMPLI
2230,The dancer was as graceful as a honking goose.,Simile,FLUTE
2119,I'm just so grateful that my upstairs neighbor left all her trash and furniture after she moved out and blocked the parking space,Sarcasm,FLUTE
6248,"Mr Gair , 56 , an airline pilot , said it was his grandson 's presence of mind that saved Michael , two , and sisters Katie , five , and four - year - old Angela .",Idiom,IMPLI
1788,It's wonderful when my friend who trains with me has been working out for the same amount of time as I have and looks so much better than me.,Sarcasm,FLUTE
4701,His speech struck me as the feeblest of the day .,Metaphor,IMPLI
1314,It doesn't bother me at all when I drive through the rich neighborhoods and know that I will never be able to afford to live there because I love being poor!,Sarcasm,FLUTE
1779,I feel cheerful about the fact that I have become one of those people who can't live without their phone,Sarcasm,FLUTE
5391,It was sticky like glue.,Metaphor,FIGQA
6501,"Candidates will have to understand , select , collate and , if necessary , supplement this data in order to write the report in the light of the instructions given .",Idiom,IMPLI
461,I am totally thrilled because I thought I did a great job in the interview but they called and said I didn't get the job,Sarcasm,FLUTE
4008,He worked as hard as dead slug,Simile,FLUTE
2957,"Neither of them would cry uncle, so it was a macho-man contest now to see who could ride the biggest wave for the longest amount of time.",Idiom,FLUTE
2161,I feel excited that my brand new car is totaled and now completely wrecked,Sarcasm,FLUTE
3189,He lay before the gathering sun.,Metaphor,FLUTE
2002,I feel like such a role model because I bought all this equipment to workout but have barely used them,Sarcasm,FLUTE
8107,"Eisenhower was essentially a moderate in politics and saw his role as one of "" holding the line "" between extremes, either of conservatism or liberalism.",Idiom,IMPLI
3387,They were as close as Trump and Biden,Simile,FLUTE
7541,You are as hungry as a person who seems like they have never seen food before.,Simile,AB
7110,You make me feel like bringing up my lunch.,Simile,AB
5289,The girl's engagement ring sparkled like New Year's Eve confetti,Metaphor,FIGQA
5434,Some traveling insurance coverage do not cover terrorism.,Metaphor,IMPLI
8042,"Conversely, Habitat flew in the face of expert opinion when it introduced pack - flat furniture on to the American market.",Idiom,IMPLI
3006,"Ethan was playing the protective lover to the hilt, he had to hand it to him.",Idiom,FLUTE
7292,Your posture reminds me of a willow tree.,Simile,AB
7475,You have the face of a thunderstorm.,Simile,AB
556,My coworker is so enjoyable when he talks incessantly and asks me a lot of dumb questions.,Sarcasm,FLUTE
4803,The child's photography is a high speed rail system,Metaphor,FIGQA
1166,I totally don't regret about the state of drunkenness I was in last night,Sarcasm,FLUTE
2005,I feel totally cherished because of my friends pulling nasty pranks on me,Sarcasm,FLUTE
5615,So did the idea of travelling to an exotic and uncommon place that many have not been to.,Metaphor,IMPLI
2624,Valentinos mind was like a spilled box of beads bouncing in every direction.,Simile,FLUTE
7426,You cook like a school dinner lady.,Simile,AB
160,I was absolutely delighted when my dog destroyed my new living room couch,Sarcasm,FLUTE
5156,That game was a blowout,Metaphor,FIGQA
3869,I prance back over to my suitcase feeling like I'm on cloud nine.,Idiom,FLUTE
7867,Your hands are like pieces of string.,Simile,AB
6464,"‘ All day , on and off.’",Idiom,IMPLI
6189,"From the moment the lead vehicles broke cover , they could see the enemy headquarters , halted at the edge of a wood .",Idiom,IMPLI
1347,I was so pleased about the hyegiene of the worker at pizza hut who didn't bother to wash her hands that I just walked out,Sarcasm,FLUTE
5587,We offer a wide range of custom writing services to meet the academic needs of our clients.,Metaphor,IMPLI
91,I feel like my memory is excellent given that I recently forgot my parent's wedding anniversary,Sarcasm,FLUTE
4723,"Did law and meteorology last Easter , and now I 've finished navigation , radiotelephony , and technical — that was the toughest . ’",Metaphor,IMPLI
7141,Your presence is like a puppy in a pet shop.,Simile,AB
5389,the enemy is as slick as an oil spill,Metaphor,FIGQA
3424,"Though the tricycle was moving fast, the wind was like a burning coal.",Simile,FLUTE
4634,the speech crowned the meeting,Metaphor,IMPLI
6458,"I know that 's not your fault , but all the same , God damn you , I ca n't help hating your guts—!’",Idiom,IMPLI
642,I was so optimistic when I found out I failed my Introduction to Statistics class and had to retake it again.,Sarcasm,FLUTE
504,Seeing the media just spewing out whatever they want without any fact checking makes me feel appreciative to live in this country.,Sarcasm,FLUTE
7942,"David might not be his real kith and kin, but he was honest, and he was hard - working … willing to be at his beck and call and to labour long hours, with only a pittance for his troubles.",Idiom,IMPLI
7448,You look as tired as someone who hasn't slept for two weeks.,Simile,AB
5990,A KNIFE - wielding intruder who bound and gagged a woman walked free from court yesterday .,Idiom,IMPLI
7374,"With that hairstyle, you look like a homeless person.",Simile,AB
2640,This rare bordeaux must be allowed to breathe for at least 2 hours.,Metaphor,FLUTE
4561,"Till the tree-tops  shook  with laughter ,",Metaphor,IMPLI
4757,The bottle was fragile as the Hoover Dam right after construction,Metaphor,FIGQA
2790,l am getting a little broad in the beam .,Idiom,FLUTE
3915,The force erased the civilians in 1915.,Metaphor,FLUTE
726,"I am pleased that when I opened the new phone box, there was nothing inside",Sarcasm,FLUTE
3437,Fame grows to the heroes.,Metaphor,FLUTE
7378,Your manners are as flippant as a seal.,Simile,AB
865,I was proud when my son decided to drop his pants and pee in our front yard when the neighbors were out the other day,Sarcasm,FLUTE
2436,"He adjusted himself groggily, but upon seeing me, he sprang up like a soldier at dawn.",Simile,FLUTE
4744,He works like like he's run out of charge.,Metaphor,FIGQA
3012,"When she came back, I did tell her that her father had killed someone while driving under the influence and that he had been incarcerated.",Idiom,FLUTE
671,The other day I spilled coffee on my date and I felt so proud of myself.,Sarcasm,FLUTE
2121,Really proud of myself for the time I went into a store wearing two different shoes and realized it halfway through.,Sarcasm,FLUTE
2833,All shipshape and bristol fashion.,Idiom,FLUTE
4096,The colonial union is already making decisions about what colonies it can afford to lose when push comes to shove.,Idiom,FLUTE
7177,Your sunburn makes you look like a doll painted totally red.,Simile,AB
4829,The book has the jargon of a children's book,Metaphor,FIGQA
7069,Your face is like a ghost.,Simile,AB
2522,"The system worked, so theres no reason to change it - no need to throw the baby out with the bathwater.",Idiom,FLUTE
8169,RED GUARD IT'S hats off to Alex Ferguson as he gets out and about in Moscow's Red Square,Idiom,IMPLI
6493,"For if a country makes it hard to create companies , do n’t be surprised if new companies are few and far between .",Idiom,IMPLI
3054,He's got muscles like a jellyfish,Simile,FLUTE
6404,Oxfam is trying to help these families escape from their hand to mouth existence .,Idiom,IMPLI
6495,"Health promoters were on hand at the Albert Dock watering hole to ask people about their drinking habits , give free health checks and advice on healthy drinking levels .",Idiom,IMPLI
8360,And even now he can't believe he's off the hook.,Idiom,IMPLI
6421,"McQueen was accompanied on location by Ali MacGraw , whom he had met on The Getaway , and whose presence he admitted saved him from going round the bend .",Idiom,IMPLI
5260,The bull has the strength of a meteor coming in for landing.,Metaphor,FIGQA
